,lightLevel,lightColor,peaople_sound,o2,co2,lpg,alcohol,methane,co,h2,nitric,ch2o,voc,Temp,Humad,Rtemp,air_speed
1377,319.32,7187,50.7,20.46,747.2415,3.7816,0.0043,0.3286,5.9802,42.4118,0.2416,0.3591,2.458,24.55,57.1,25,132
1378,437.355,7184,25.3833,20.54,723.6892,3.6286,0.0044,0.345,6.2499,42.0701,0.4014,0.3321,2.9605,24.275,56.65,24,132
1379,441.42,6883,27.8333,20.48,747.6761,3.8597,0.0044,0.3326,6.3671,42.4118,0.2981,0.2821,3.4783,24.275,56.9,25,132
1380,423.955,6308,26.0667,20.46,763.4202,3.6098,0.0044,0.3408,6.4458,41.7283,0.2782,0.3321,3.4783,24.5,56.9,27,131
1381,413.175,6284,37.45,20.44,767.6398,3.8401,0.0042,0.3408,6.525,42.4972,0.3525,0.3321,2.9605,24.5,57.0,25,130
1382,410.17,6280,26.3,20.42,784.6321,3.7429,0.0045,0.3491,6.4064,42.0701,0.2782,0.3321,3.4783,24.275,57.05,24,133
1383,459.925,7477,52.9667,20.37,747.5783,3.7816,0.0043,0.3408,6.3279,42.4972,0.2167,0.3064,3.4783,24.275,57.1,21,136
1384,117.64,6490,26.2667,20.53,729.7394,3.7816,0.0044,0.3576,6.3671,42.6679,0.2782,0.3321,3.4783,24.525,57.2,26,132
1385,117.47,6711,46.5,20.44,707.2588,3.801,0.0044,0.3408,6.8055,42.6679,0.4014,0.3321,3.4783,24.275,58.05,25,133
1386,113.935,7209,27.45,20.31,707.5042,4.4823,0.0046,0.4107,6.8866,43.0945,0.3299,0.5895,4.0099,24.525,57.6,22,130
1387,353.03,7774,39.8,20.3,765.3128,5.0766,0.0049,0.4294,6.9274,43.9471,0.3643,0.7563,5.6767,24.325,60.5,23,149
1388,240.47,7988,26.1667,20.22,737.1261,5.1486,0.005,0.42,6.846,43.8619,0.319,0.8502,5.11,24.925,59.85,24,130
1389,338.25,7913,36.0667,20.18,738.331,5.5705,0.0054,0.4438,6.9682,44.4583,0.319,0.8502,5.6767,25.025,58.8,24,143
1390,282.145,7926,25.85,20.21,711.0139,5.5705,0.0054,0.4438,7.0503,44.2027,0.319,0.8502,6.2536,25.375,58.8,24,131
1391,332.19,8124,33.0,20.16,696.4944,5.7775,0.0056,0.439,7.0092,44.4583,0.3764,0.8999,5.6767,25.45,58.65,24,142
1392,277.395,7954,25.5,20.23,759.1651,5.7513,0.0058,0.4294,6.6446,44.2027,0.4414,0.8024,6.2536,25.525,57.65,20,133
1393,298.78,7946,32.7667,20.16,689.5431,5.7252,0.0059,0.4107,6.8866,44.5435,0.4554,0.8024,5.11,25.575,56.7,25,144
1394,308.885,7949,25.5667,20.29,763.5126,5.5705,0.0058,0.4015,6.4854,43.9471,0.2504,0.8024,5.11,25.6,55.9,22,131
1395,297.64,7924,33.6,20.25,663.8214,5.369,0.0058,0.388,6.846,44.1175,0.319,0.6286,5.11,25.625,55.2,24,145
1396,292.915,7438,27.0,20.24,728.5661,5.0527,0.006,0.388,6.2889,43.3504,0.2981,0.516,5.11,25.675,54.55,24,129
1397,349.405,7542,41.3333,20.3,712.5446,5.1486,0.0057,0.3792,6.5647,43.8619,0.3299,0.4488,5.11,25.925,54.1,24,131
1398,345.22,7407,25.1667,20.33,733.0889,4.8649,0.0058,0.3748,6.4064,43.6914,0.2687,0.516,5.11,25.7,53.7,23,131
1399,349.31,7526,54.1667,20.41,675.0746,4.9114,0.0055,0.3748,6.4064,43.6062,0.288,0.4174,5.11,25.725,53.3,23,130
1400,361.405,7507,26.2833,20.37,660.8891,4.5703,0.0055,0.3792,6.4064,42.9239,0.2981,0.4174,4.5542,26.0,53.25,24,130
1401,322.42,7515,25.4333,20.36,705.8717,4.682,0.0055,0.3576,6.4458,43.4357,0.2416,0.4488,4.5542,25.75,52.95,27,131
1402,33.92,7636,25.85,20.45,702.3642,4.3739,0.0056,0.3618,6.3671,42.7532,0.288,0.3876,5.11,25.525,52.65,23,130
1403,4.68,7651,24.3667,20.4,753.3839,4.4823,0.0054,0.345,6.1723,42.9239,0.2504,0.3591,4.0099,26.05,52.5,21,129
1404,6.89,7634,26.0,20.51,676.7088,4.1421,0.0051,0.3491,6.0951,42.241,0.1938,0.3876,4.5542,25.8,52.35,23,130
1405,9.995,7611,25.65,20.4,761.8484,4.2674,0.005,0.3367,6.0567,42.7532,0.2687,0.3321,4.5542,25.8,52.2,24,128
1406,9.92,7630,26.6667,20.49,679.2333,4.0396,0.0051,0.3491,5.9421,41.9847,0.2504,0.3591,4.5542,25.8,52.5,22,129
1407,2.985,7658,26.2833,20.49,688.1777,4.2886,0.0051,0.3491,6.211,43.0092,0.2687,0.3591,4.0099,25.8,52.25,23,130
1408,10.925,7638,24.8333,20.48,732.7773,4.0396,0.0049,0.3533,6.0567,42.241,0.2416,0.3321,4.5542,25.825,52.3,27,129
1409,10.995,7648,25.3833,20.53,728.9618,4.1421,0.0051,0.3326,6.1336,42.7532,0.3084,0.3321,4.0099,26.075,52.1,25,128
1410,7.645,6951,25.9667,20.46,691.1726,3.959,0.0049,0.3491,6.4854,42.241,0.2981,0.3876,4.5542,25.85,51.95,22,131
1411,3.675,5199,23.4833,20.47,661.4227,4.0194,0.0049,0.3246,6.0951,42.6679,0.2687,0.3321,4.0099,25.575,52.1,20,131
1412,123.965,6624,29.5,20.6,777.1471,3.591,0.0046,0.3049,5.8662,41.7283,0.2782,0.2821,3.4783,25.575,51.9,16,134
1413,65.73,6189,24.6833,20.63,676.0378,3.591,0.0047,0.2678,5.6042,41.6428,0.1796,0.2591,2.9605,25.5,48.25,22,134
1414,277.8,6439,35.15,20.73,703.562,3.2128,0.0045,0.2714,5.7158,40.6158,0.2504,0.2591,4.0099,25.375,46.6,22,135
1415,322.88,7435,25.1667,20.67,728.9504,3.3893,0.0042,0.2572,5.6042,41.3862,0.2248,0.2591,4.0099,25.3,46.55,21,134
1416,321.25,7418,45.65,20.71,739.3198,3.1783,0.0043,0.2607,5.6785,40.8728,0.1938,0.2591,3.4783,25.0,46.8,16,129
1417,321.395,7447,25.5667,20.79,700.1354,3.2651,0.0042,0.2503,5.7158,41.4718,0.2248,0.2168,3.4783,25.2,47.05,20,130
1418,320.82,7447,62.4667,20.77,698.9302,3.0931,0.0041,0.2643,5.6413,40.8728,0.2089,0.2373,4.0099,25.175,47.25,20,129
1419,322.57,7439,25.3833,20.66,685.6683,3.1955,0.004,0.2402,5.6413,41.2151,0.2167,0.2373,3.4783,24.85,47.4,16,132
1420,23.295,5392,84.0167,20.8,700.3524,3.0261,0.0041,0.2607,5.6042,40.6158,0.1729,0.2591,2.458,25.1,47.5,20,135
1421,139.045,6580,27.6167,20.7,724.2689,3.1611,0.0039,0.2607,5.9041,41.3862,0.1663,0.2591,2.9605,24.775,48.0,24,136
1422,143.2,6459,44.3667,20.67,736.2539,3.1783,0.004,0.2786,5.8662,41.3862,0.2782,0.2591,4.0099,24.975,49.95,23,131
1423,86.73,7752,24.5833,20.68,721.2084,3.2476,0.004,0.286,6.0184,41.6428,0.3411,0.2591,3.4783,24.675,50.75,24,134
1424,120.14,6523,55.4667,20.57,749.4213,3.127,0.004,0.2973,5.9421,41.4718,0.2504,0.2591,3.4783,24.4,52.35,24,132
1425,225.585,7684,25.3,20.63,710.4684,3.2476,0.0038,0.2973,5.9802,41.8992,0.2089,0.3064,2.9605,24.375,52.7,20,135
1426,230.87,7698,65.4,20.64,733.0983,3.144,0.0039,0.2973,5.8662,41.5573,0.2331,0.2821,4.0099,24.6,52.75,20,135
1427,226.145,7694,24.5,20.5,700.9412,3.2476,0.0038,0.286,5.8284,41.8137,0.288,0.2821,2.458,24.325,52.35,20,133
1428,216.52,7715,72.7333,20.5,763.9976,3.11,0.0038,0.2973,6.0567,41.5573,0.2687,0.2821,3.4783,24.075,52.25,20,133
1429,214.3,7718,25.75,20.5,750.841,3.1955,0.0039,0.286,5.7908,41.6428,0.1663,0.2821,2.458,24.3,52.4,20,134
1430,215.52,7713,78.05,20.54,710.1582,3.11,0.0038,0.2973,5.9802,41.3007,0.2504,0.2373,2.9605,24.275,52.4,22,137
1431,216.375,7707,25.5833,20.51,727.5293,3.2476,0.0038,0.3011,5.7908,41.8137,0.1796,0.2821,3.4783,24.0,52.45,17,141
1432,212.885,7730,75.8833,20.41,757.7065,3.0931,0.0038,0.2973,5.9041,41.4718,0.2981,0.3064,3.4783,24.25,52.45,22,133
1433,215.415,7745,24.2,20.53,728.9475,3.144,0.0038,0.2935,5.8284,41.5573,0.2248,0.2373,2.9605,24.225,52.75,21,131
1434,232.325,7731,76.5,20.48,782.4023,3.0428,0.0038,0.3049,6.0567,41.3007,0.2504,0.2591,2.9605,24.2,52.7,22,137
1435,215.865,7745,23.0,20.51,709.9182,3.127,0.0038,0.2935,5.9041,41.5573,0.2012,0.2591,3.4783,24.15,53.3,22,139
1436,372.83,5651,83.3333,20.49,725.786,2.993,0.0038,0.2935,5.7532,41.3007,0.2416,0.2821,4.0099,23.9,53.65,23,132
1437,90.015,7004,23.6333,20.56,777.5924,3.0428,0.0038,0.2897,5.3112,41.2151,0.1866,0.2591,2.458,24.125,54.15,20,136
1438,115.515,5530,79.5,20.47,706.3918,2.993,0.0036,0.2897,5.7532,40.9584,0.2594,0.3064,3.4783,23.825,53.4,21,137
1439,170.87,4744,25.55,20.59,783.6137,3.144,0.0038,0.3088,5.8662,41.4718,0.2331,0.2821,2.458,23.475,54.4,17,133
1440,233.04,5474,71.8667,20.53,747.5768,3.0763,0.0038,0.3088,5.9802,41.1296,0.2012,0.2591,2.9605,23.725,57.45,26,133
1441,206.565,8383,26.7167,20.56,719.4913,2.9765,0.0035,0.275,5.5303,41.044,0.1729,0.2591,1.9727,23.675,56.4,24,136
1442,351.52,7717,62.1,20.51,711.8451,2.847,0.0038,0.2643,5.2391,40.4444,0.2089,0.2591,2.458,23.65,52.6,23,133
1443,312.41,7047,25.5667,20.48,755.1,2.879,0.0036,0.2503,5.0961,40.3587,0.1599,0.2168,2.9605,23.9,51.85,21,136
1444,6.86,7294,18.95,20.22,847.7836,4.2575,0.0045,0.301,5.513,42.2359,0.3531,0.5134,4.0057,21.975,55.45,20,140
1445,6.765,7306,18.1,20.14,802.4698,4.4291,0.0043,0.2972,5.4682,42.6276,0.3104,0.5134,4.0057,21.725,55.6,22,140
1446,6.785,7329,17.7833,20.16,805.611,4.1943,0.0045,0.301,5.3792,42.4318,0.4895,0.5552,4.8246,21.975,55.5,21,134
1447,6.68,7296,38.6667,20.19,836.5528,4.3213,0.0044,0.2972,5.4236,42.4318,0.417,0.5134,4.0057,21.7,55.5,20,160
1448,6.62,7296,17.55,20.21,824.2626,4.2153,0.0044,0.301,5.2469,42.2359,0.4343,0.5552,4.8246,21.7,55.5,20,133
1449,6.71,7307,51.1167,20.18,789.3256,4.2787,0.0042,0.2896,5.4236,42.4318,0.3531,0.5134,4.8246,22.2,55.5,21,143
1450,6.885,7304,18.9333,20.21,821.3708,4.2999,0.0044,0.301,5.3349,42.2359,0.3531,0.4737,3.2148,21.95,55.5,21,136
1451,7.5,7327,26.7167,20.15,804.2804,4.2364,0.0042,0.2896,5.4682,42.3338,0.5091,0.5552,4.0057,21.7,55.5,18,141
1452,7.365,7344,17.9667,20.19,878.2723,4.1734,0.0043,0.2972,5.203,42.1379,0.4003,0.5134,4.0057,21.95,55.6,19,140
1453,7.395,7343,32.25,20.11,870.3993,4.1943,0.0042,0.2934,5.4682,42.4318,0.3242,0.5134,4.0057,22.45,55.5,23,135
1454,4.315,7364,18.8,20.21,873.7249,4.1734,0.0042,0.2972,5.203,42.2359,0.4522,0.5134,4.8246,21.975,55.65,22,140
1455,3.01,7362,22.9333,20.14,805.1337,4.1943,0.0042,0.2896,5.4236,42.3338,0.5091,0.4737,4.0057,21.7,55.65,19,139
1456,2.65,7358,19.3333,20.16,883.479,4.0906,0.0043,0.2934,5.2469,42.2359,0.3531,0.4737,3.2148,22.225,55.75,20,136
1457,2.06,7357,59.4667,20.13,834.8564,4.0701,0.0042,0.2822,5.4236,42.2359,0.4343,0.5134,4.0057,22.2,55.75,19,138
1458,1.9,7389,18.8167,20.14,851.4454,4.0496,0.0042,0.2859,5.2908,42.3338,0.2971,0.4737,4.0057,22.2,55.8,21,135
1459,1.42,7387,84.55,20.13,880.0734,3.9283,0.0042,0.2822,5.4236,41.9418,0.3384,0.5134,4.8246,22.475,55.75,21,139
1460,1.425,7384,19.2667,20.21,831.5321,4.0906,0.0042,0.2748,5.3792,42.2359,0.3841,0.5134,3.2148,21.95,55.8,21,138
1461,1.45,7382,105.4167,20.16,801.3427,3.8489,0.0041,0.2785,5.4682,41.4511,0.3683,0.4737,4.0057,22.2,55.75,22,134
1462,1.435,7391,19.1167,20.16,801.7784,3.9886,0.0042,0.264,5.4682,42.4318,0.3841,0.4737,3.2148,22.2,55.8,23,140
1463,1.745,7396,41.4667,20.2,875.1808,3.8293,0.0041,0.2785,5.4236,41.7456,0.4705,0.5134,4.0057,22.225,55.75,19,135
1464,1.655,7403,18.7333,20.13,825.8881,3.9484,0.004,0.2605,5.4236,42.1379,0.417,0.5134,4.0057,22.225,55.75,21,139
1465,1.445,7410,22.0167,20.13,842.0312,3.7127,0.004,0.2748,5.4236,41.5493,0.4895,0.4005,4.0057,22.25,55.75,21,132
1466,2.7,7408,19.65,20.11,881.3369,3.9283,0.0039,0.264,5.4236,42.2359,0.417,0.4005,4.0057,22.225,55.75,20,136
1467,1.245,7180,18.9333,20.14,903.7176,3.7127,0.0041,0.2712,5.3792,41.7456,0.5292,0.4361,4.0057,22.5,55.65,21,138
1468,1.51,7406,17.9167,20.18,827.346,3.8489,0.004,0.2676,5.4236,42.1379,0.4343,0.4005,4.8246,22.5,55.75,21,135
1469,1.47,7404,18.3833,20.29,868.1753,3.7127,0.0041,0.2712,5.4236,41.5493,0.4705,0.4361,4.0057,22.25,55.65,19,135
1470,1.45,7406,22.95,20.28,892.2929,3.8293,0.0039,0.2676,5.4236,42.1379,0.3384,0.4361,4.0057,22.25,55.8,22,132
1471,2.68,6842,18.8667,20.2,876.8517,3.7901,0.0041,0.2748,5.3792,41.6475,0.4343,0.4005,4.8246,22.5,55.85,23,136
1472,1.62,7377,27.2,20.11,832.8768,3.9685,0.0039,0.2785,5.5578,42.2359,0.5292,0.4361,3.2148,22.3,55.8,19,146
1473,0.81,6636,18.8333,20.1,876.6739,3.9484,0.0041,0.2785,5.1159,42.3338,0.4003,0.4361,4.0057,22.6,55.55,20,128
1474,3.71,8612,37.8,20.27,857.4362,3.7319,0.004,0.264,5.513,42.5297,0.3841,0.3668,4.0057,22.35,55.4,19,144
1475,266.12,4572,25.2833,20.24,888.2821,3.7319,0.0039,0.257,5.2469,42.2359,0.4343,0.3668,4.8246,22.35,55.4,20,131
1476,167.49,5173,50.1,20.28,857.9884,3.6363,0.0037,0.257,6.0153,42.4318,0.3841,0.3668,3.2148,21.825,54.5,17,137
1477,54.915,5627,18.6833,20.32,905.4953,3.7127,0.0036,0.2676,5.203,42.4318,0.6161,0.3351,3.2148,22.55,56.3,19,135
1478,160.29,6438,25.3833,20.37,886.5687,3.7127,0.0037,0.264,5.4236,42.8233,0.3841,0.3351,4.8246,22.3,56.2,23,133
1479,116.37,6994,20.9833,20.32,933.487,3.6744,0.0038,0.264,5.4682,42.5297,0.5934,0.3351,2.4563,22.25,56.55,19,138
1480,63.25,7391,22.8,20.44,886.7884,3.6744,0.0036,0.257,5.513,42.7254,0.4343,0.3351,3.2148,22.5,56.75,21,135
1481,70.895,7448,19.0333,20.25,851.3772,3.5239,0.0036,0.25,5.3349,42.3338,0.3683,0.3668,3.2148,22.25,56.75,19,133
1482,69.13,7429,52.5,20.3,905.2915,3.5054,0.0037,0.25,5.3349,42.5297,0.2971,0.3052,4.0057,22.45,56.65,21,136
1483,69.07,7426,18.6333,20.29,906.2294,3.4686,0.0038,0.2432,5.2908,42.3338,0.4522,0.3052,2.4563,22.2,56.8,19,136
1484,68.835,7437,73.85,20.23,929.413,3.4503,0.0037,0.2535,5.4682,41.8437,0.3104,0.3052,4.8246,22.45,57.0,20,135
1485,3.29,4531,18.0167,20.3,886.6702,3.5239,0.0037,0.2432,5.513,41.9418,0.5714,0.3052,4.0057,22.2,57.0,22,135
1486,2.62,4538,100.6667,20.28,848.1536,3.3419,0.0038,0.2466,5.4682,41.3529,0.4522,0.3052,3.2148,22.2,56.8,19,137
1487,2.97,4507,19.0833,20.24,915.4371,3.5239,0.0035,0.2365,5.4682,42.0398,0.417,0.2507,4.0057,22.45,56.8,23,130
1488,2.79,4448,48.0167,20.28,923.132,3.2886,0.0036,0.25,5.3349,41.3529,0.4003,0.3052,4.0057,22.45,56.65,18,135
1489,2.84,4430,19.2667,20.27,883.4925,3.4503,0.0037,0.2332,5.3792,42.0398,0.417,0.3052,4.0057,22.175,56.6,20,138
1490,2.7,4483,27.2667,20.21,935.9455,3.2184,0.0036,0.2466,5.513,41.2547,0.4522,0.3052,4.8246,22.175,56.7,18,136
1491,2.77,4412,20.3667,20.21,924.0993,3.4686,0.0036,0.2432,5.4682,42.2359,0.4003,0.2507,4.8246,22.425,56.6,21,133
1492,2.75,4394,18.3833,20.31,912.7406,3.2184,0.0035,0.2466,5.513,41.3529,0.3841,0.2507,4.0057,22.425,56.5,21,136
1493,0.725,4338,18.4333,20.22,917.5714,3.3777,0.0036,0.2398,5.4236,42.0398,0.4343,0.2507,4.0057,21.925,56.5,17,137
1494,0.49,4319,17.0,20.27,899.9908,3.2184,0.0036,0.2432,5.4682,41.2547,0.3683,0.2261,4.0057,22.175,56.5,20,136
1495,0.485,4311,18.1667,20.25,963.4258,3.3598,0.0034,0.2432,5.4682,41.9418,0.4343,0.2507,4.0057,22.15,56.6,21,136
1496,0.48,4338,18.1167,20.25,925.4464,3.1837,0.0036,0.2466,5.3792,41.5493,0.3841,0.2507,4.8246,21.9,56.6,19,136
1497,0.53,4319,22.6833,20.19,957.9489,3.3777,0.0033,0.2365,5.3792,42.0398,0.4705,0.2261,4.0057,21.9,56.6,22,138
1498,0.52,4258,20.3167,20.24,901.7263,3.2184,0.0036,0.2466,5.2469,41.4511,0.3841,0.2771,3.2148,21.9,56.6,18,134
1499,2.05,4300,30.7167,20.2,905.2567,3.3063,0.0033,0.2466,5.4682,42.0398,0.5091,0.2261,4.0057,21.9,56.6,19,152
1500,2.1,4239,19.4667,20.21,974.3478,3.2534,0.0034,0.2432,5.2908,41.6475,0.5091,0.2507,4.0057,21.9,56.55,21,135
1501,2.06,4243,50.3167,20.2,973.5668,3.2886,0.0035,0.2365,5.3792,41.8437,0.3384,0.2507,4.0057,21.9,56.65,22,143
1502,1.76,4213,17.4,20.22,968.4866,3.2709,0.0033,0.2466,5.3349,41.8437,0.3841,0.2261,3.2148,21.9,56.55,20,136
1503,1.65,4223,26.5833,20.18,986.123,3.324,0.0033,0.2432,5.513,41.9418,0.3384,0.3052,3.2148,21.9,56.55,22,135
1504,1.94,4194,20.2833,20.21,942.8853,3.3063,0.0035,0.2432,5.3349,41.9418,0.3841,0.3052,3.2148,22.125,56.6,22,136
1505,1.65,4204,36.7667,20.2,987.4739,3.2534,0.0033,0.2365,5.3349,42.2359,0.417,0.2507,4.0057,21.4,56.6,16,132
1506,1.11,4184,18.3167,20.18,993.6424,3.201,0.0033,0.2432,5.3792,42.1379,0.2842,0.2507,2.4563,21.65,56.55,19,135
1507,1.17,4164,25.1333,20.23,960.5206,3.2534,0.0033,0.2466,5.3349,42.1379,0.3531,0.2507,4.0057,22.375,56.6,22,134
1508,1.41,4144,18.5667,20.22,959.4033,3.2184,0.0035,0.2466,5.3349,42.0398,0.3841,0.2507,2.4563,21.875,56.6,19,136
1509,1.405,4116,87.3333,20.21,960.4328,3.2184,0.0033,0.2432,5.3349,41.8437,0.3841,0.2261,2.4563,21.875,56.65,20,135
1510,0.3,4058,18.3667,20.19,1017.6242,3.2358,0.0034,0.2365,5.3349,42.0398,0.4003,0.2507,4.0057,22.125,56.65,19,134
1511,1.3,4103,46.9,20.19,991.0407,3.1837,0.0033,0.2365,5.3349,41.9418,0.417,0.2507,3.2148,22.125,56.7,22,134
1512,1.07,4076,19.6833,20.25,1022.3217,3.1493,0.0033,0.2365,5.4236,42.1379,0.4343,0.2507,3.2148,21.85,56.7,21,136
1513,0.83,4061,67.4333,20.15,998.5321,3.1151,0.0033,0.2332,5.3349,41.8437,0.3104,0.3052,4.8246,21.85,56.65,19,135
1514,0.81,4018,20.2667,20.21,976.5335,3.1664,0.0034,0.2299,5.3792,42.0398,0.3841,0.2507,3.2148,21.85,56.65,21,135
1515,0.62,4062,103.2333,20.21,1003.4046,3.1151,0.0033,0.2365,5.3792,41.4511,0.4343,0.2507,3.2148,21.85,56.8,21,135
1516,0.605,3997,17.45,20.15,1049.7576,3.1151,0.0033,0.2266,5.3349,42.0398,0.3841,0.2261,3.2148,21.6,56.75,15,135
1517,0.69,4022,52.8333,20.16,1007.3099,3.0141,0.0033,0.2398,5.3349,41.5493,0.3242,0.2507,4.0057,21.85,56.8,21,136
1518,0.72,4039,18.6833,20.23,1092.8482,3.0981,0.0033,0.2202,5.2908,41.8437,0.417,0.2261,4.0057,21.85,56.8,17,136
1519,0.71,3977,28.3833,20.24,1023.9854,2.9316,0.0033,0.2365,5.3349,41.1564,0.3841,0.2771,4.0057,21.6,56.75,19,136
1520,0.69,3977,17.7833,20.18,1077.9214,3.1151,0.0033,0.2266,5.4682,41.9418,0.2842,0.2261,3.2148,21.825,56.8,19,135
1521,0.69,3977,20.3667,20.16,1110.3482,2.9316,0.0033,0.2299,5.4682,41.3529,0.4343,0.2771,4.0057,21.825,56.75,19,137
1522,0.69,4015,19.0833,20.19,1067.9914,3.0981,0.0033,0.2266,5.4236,42.0398,0.3841,0.2507,4.0057,21.825,56.75,18,135
1523,0.69,4015,18.4333,20.18,1053.6094,2.9153,0.0032,0.2365,5.4682,41.5493,0.5714,0.2507,4.0057,21.825,56.8,20,136
1524,0.69,4018,18.8667,20.14,1084.7414,3.1151,0.0033,0.2266,5.3792,42.1379,0.6394,0.2261,4.8246,22.1,56.65,23,133
1525,0.69,3956,19.0333,20.27,1051.0292,2.9316,0.0031,0.2365,5.2469,41.5493,0.4343,0.203,4.0057,22.1,56.65,19,134
1526,0.69,3956,18.1,20.18,1093.6029,3.0981,0.0031,0.2332,5.2469,42.1379,0.3683,0.2771,4.0057,21.825,56.7,19,136
1527,0.69,3956,19.6833,20.2,1052.9433,2.9644,0.0031,0.2332,5.2469,41.5493,0.3242,0.2507,4.0057,21.825,56.65,22,135
1528,0.12,3956,23.3833,20.13,1090.0202,3.0475,0.0032,0.2266,5.3792,42.1379,0.4705,0.2507,3.2148,21.8,56.7,21,136
1529,0.12,3956,17.8167,20.15,1066.3764,2.9809,0.0031,0.2299,5.2469,41.9418,0.3531,0.2507,4.0057,21.8,56.75,23,135
1530,0.12,3994,35.1667,20.22,1069.0947,3.0643,0.003,0.2299,5.4682,42.1379,0.4003,0.2507,4.8246,21.8,56.75,18,153
1531,0.12,3999,19.2333,20.18,1112.3938,3.0141,0.0031,0.2299,5.2469,41.8437,0.4522,0.2771,3.2148,21.8,56.75,18,135
1532,0.12,3935,29.4,20.14,1165.6589,2.9975,0.0031,0.2299,5.2469,42.2359,0.4003,0.2261,4.0057,21.55,56.8,15,143
1533,0.12,3935,20.3333,20.21,1116.7447,2.9975,0.0031,0.2299,5.2908,41.9418,0.2842,0.2507,2.4563,21.8,56.8,18,135
1534,0.55,3935,36.0333,20.16,1128.464,2.9975,0.003,0.2266,5.3349,42.1379,0.3104,0.2507,3.2148,21.8,56.8,21,135
1535,0.52,3973,18.9833,20.15,1116.9354,2.9975,0.003,0.2332,5.1594,42.3338,0.4003,0.2771,2.4563,21.8,56.8,20,135
1536,0.41,3912,39.5167,20.16,1090.2618,2.9975,0.0031,0.2299,5.3349,42.3338,0.3841,0.2507,5.6685,22.05,56.8,21,133
1537,0.48,3914,18.8667,20.16,1129.3307,2.9975,0.0032,0.2332,5.1594,42.0398,0.5091,0.2261,3.2148,21.8,56.8,18,134
1538,0.41,3914,32.8167,20.16,1099.0469,3.0307,0.003,0.2266,5.2908,42.3338,0.3242,0.2507,4.0057,21.8,56.7,21,132
1539,0.34,3914,18.7,20.18,1103.7511,2.948,0.0031,0.2299,5.203,42.1379,0.3531,0.2261,3.2148,21.8,56.7,18,137
1540,0.29,3914,23.7,20.25,1068.6253,2.9644,0.0031,0.2234,5.3349,42.1379,0.5292,0.2261,3.2148,21.55,56.7,19,132
1541,0.36,3853,18.9833,20.23,1063.9669,2.948,0.0031,0.2299,5.203,41.9418,0.4895,0.2507,3.2148,21.8,56.7,19,135
1542,0.41,3866,77.55,20.21,1043.5496,2.9316,0.003,0.2266,5.2469,42.1379,0.417,0.2261,4.0057,22.025,56.8,22,135
1543,0.34,3893,19.0167,20.23,1003.9744,2.9809,0.0031,0.2234,5.1594,42.0398,0.3841,0.2261,3.2148,21.8,56.8,18,134
1544,0.34,3880,45.3667,20.16,985.9581,2.948,0.0031,0.2299,5.3792,42.3338,0.4522,0.2507,3.2148,21.525,56.8,18,134
1545,0.34,3855,18.3667,20.21,1029.764,2.948,0.003,0.2299,5.203,42.1379,0.4705,0.2261,2.4563,21.775,56.8,19,135
1546,0.34,3855,67.0667,20.25,980.8145,2.8829,0.003,0.2266,5.2908,42.1379,0.3841,0.203,3.2148,21.525,56.7,21,134
1547,0.33,3914,19.5,20.21,1008.581,2.9153,0.0031,0.2202,5.2469,42.2359,0.3104,0.2261,2.4563,21.525,56.7,22,133
1548,0.33,3914,95.6167,20.21,986.5816,2.7714,0.003,0.2266,5.203,41.4511,0.4003,0.2261,4.0057,21.775,56.7,22,138
1549,0.41,3914,17.9833,20.19,1003.2261,2.8991,0.0031,0.2139,5.203,42.0398,0.4705,0.2261,3.2148,21.775,56.8,20,136
1550,0.34,3914,43.2333,20.22,997.793,2.7871,0.0031,0.2266,5.2908,41.7456,0.4705,0.2507,4.0057,22.0,56.8,23,135
1551,0.445,3897,19.4167,20.22,981.2639,2.9153,0.0031,0.2107,5.203,42.2359,0.55,0.2507,3.2148,21.75,56.8,22,138
1552,0.38,3935,26.55,20.22,947.6192,2.74,0.0031,0.2266,5.2469,41.4511,0.4003,0.2771,4.0057,21.75,56.8,18,135
1553,0.43,3935,19.6667,20.25,921.7581,2.9316,0.0029,0.2202,5.3349,42.4318,0.3242,0.2261,3.2148,21.775,56.8,20,133
1554,0.48,3897,20.1,20.22,930.2448,2.7557,0.003,0.2266,5.4236,41.6475,0.417,0.2507,4.0057,21.75,56.7,20,135
1555,0.355,3956,19.6833,20.18,924.031,2.9316,0.0031,0.217,5.3349,42.4318,0.4522,0.2507,4.0057,21.5,56.7,15,134
1556,0.41,3956,18.95,20.22,890.5071,2.74,0.003,0.2266,5.2908,41.8437,0.3242,0.2507,4.0057,21.775,56.7,22,136
1557,0.01,3977,18.5167,20.15,972.0823,2.8829,0.003,0.2234,5.2908,42.2359,0.3683,0.2261,4.0057,21.525,56.6,18,137
1558,0.76,4003,18.8667,20.25,900.8922,2.7714,0.0028,0.2234,5.0725,41.7456,0.2717,0.2261,3.2148,21.775,56.65,18,135
1559,0.72,4024,24.0333,20.27,873.1705,2.9153,0.0028,0.217,5.1594,42.3338,0.4895,0.203,4.8246,21.8,56.6,18,136
1560,0.96,4035,18.85,20.2,847.3166,2.7871,0.0028,0.2234,5.0725,41.7456,0.4003,0.2507,4.0057,21.8,56.65,22,135
1561,0.975,4103,28.0833,20.19,858.2338,2.8029,0.0028,0.2234,5.203,41.9418,0.417,0.203,4.0057,21.8,56.7,21,147
