,lp__,ageTheta.1,ageTheta.2,ageTheta.3,timeTheta.1,timeTheta.2,timeTheta.3,timeTheta.4,timeTheta.5,timeTheta.6,timeTheta.7,timeTheta.8,timeTheta.9,timeTheta.10,timeTheta.11,timeTheta.12,timeTheta.13,weightTheta.1,weightTheta.2,weightTheta.3,weightTheta.4,weightTheta.5,weightTheta.6,bodyActivityTheta.1,bodyActivityTheta.2,bodyActivityTheta.3,bodyActivityTheta.4,bodyActivityTheta.5,bodyActivityTheta.6,metabolism.1,speed_loc,speed_error,T_loc,Rt_loc,T_error,RT_error,H_error,H_loc,summer_Mu,summer_std,winter_Mu,winter_std,tempNow_Mu,tempNow_std,nigaTheraml_Alfa,clothLayerTheta.1,clothLayerTheta.2,clothLayerTheta.3,clothLayerTheta.4,clothLayerTheta.5,thermalComf.1,thermalComf_std,lightControlAlfa,luminaireOFFAlfa,BlindOFFAlfa,daylightAlfa,dayLightAvaPro.1,daylight_std,artLights.1,artLights_std,lightLevel_error,latentLightlevel_mu,lightColor_error,lightColor_mu,nigaLightAlfa,LightFeel_mu,LightFeel_std,bImage_mu,bImage_std,colorComf_mu,colorComf_std,visualComf.1,visualComf_std,nigaNoise_Alfa,outNoiseAlfa,noiseNow_mu,noiseNow_std,p_sound_mu,p_sound_error,Gnoise_mu,Gnoise_std,backgNoise_Alfa,acou_isolation.1,acou_isolation_mu,acou_isolation_std,AcousComfort.1,AcousComfort_std,lpg_error,lpg_mu,alcohol_mu,alcohol_error,nitric_mu,nitric_error,ch2o_mu,ch2o_error,voc_mu,voc_error,methane_mu,methane_error,odorAlfa,vocCons.1,vocCons_std,vocCons_shape,co2_error,co2_mu,o2_error,o2_mu,co_mu,co_error,h2_mu,h2_error,airQuality.1,airQuality_mu,airQuality_std,airQuality_skew,a1,a2,a3,a4,acControlAlfa,sleepyAlfa,odorUsuAlfa,nigaAirAlfa,vent_mu,vent_std,aSpNow_mu,aSpNow_std,airQualityComf.1,airQualityComf_std,bComfort.1,bComfort_std,c,c1,c2,b3,b1,b2,acSystem.1,acSystem_std,thermal_isolation.1,thermal_isolation_std,ventSystem.1,ventSystem_std,posterior_log,met_a1,met_a2,met_a3,met_a4,met_const,therm_a1,therm_a2,therm_a3,therm_a4,therm_a5,therm_a6,therm_a7,therm_a8,therm_a9,therm_a10,therm_const,bui_a1,bui_a2,bui_a3,bui_a4,bui_const,light_a1,light_a2,light_a3,light_a4,light_cons,visual_a1,visual_a2,visual_a3,visual_a4,visual_a5,visual_a6,visual_a7,visual_cons,acous_a1,acous_a2,acous_a3,acous_a4,acous_a5,acous_a6,acous_a7,acous_cons,alfa_DayL.1,vocCons_mu,airQualityComf_mu,thermal_isolation_mu,bComfort_mu,ventSystem_mu,AcousComfort_mu,acSystem_mu,mean_acou_isolation_mu,visualComf_mu,thermalComf_mu
142,-2863720000.0,0.719223,0.227856,0.0529219,0.000358027,0.136414,0.347868,0.303943,0.208223,2.5591e-05,0.000592699,0.000158124,0.000546918,0.000632761,0.000534915,0.000480649,0.000221636,0.185585,0.255814,0.223158,0.103771,0.193833,0.0378392,0.330461,0.123545,0.325249,0.132328,0.0424533,0.0459642,1.70817,0.85,0.1,23.3773,23.5807,1.00208,1.61131,0.999944,56.7109,2.77726,0.963507,2.71864,0.790268,2.90476,0.913315,0.514236,0.205525,0.203783,0.0382217,5.99851e-05,0.55241,1.11189,1.06279,0.912751,0.520656,0.48697,0.240444,7.82627,628992000000000.0,-11.5757,5.00232,9.99999,0.995049,10,5935.66,0.350619,3.43438,1.05883,2.05014,1.36437,3.7792,1.14888,2.36116,1.07494,0.326185,0.118275,3.00719,1.0498,32.1902,9.99734,3.25868,0.909178,0.183072,1.60934,10.1727,1.00176,-0.889803,1.18092,0.442283,2.87839,0.0025651,0.00100017,0.375412,0.173258,0.402551,0.0999999,10.0016,6.23885,0.265217,0.0779585,0.0675331,0.881051,1.20815,1.77231,149.996,200.005,0.136909,20.2714,5.13152,1.02081,9.99999,1.0,18.1417,46.9762,9.99985,1.00004,-0.0143169,0.834945,0.617463,-5.34847,0.284997,0.290765,0.144688,0.326904,2.79993,0.954145,1.5972,0.490292,2.13768,1.31966,-2.66286,1.74489,-0.554875,0.034119,0.000928879,-0.566379,-0.00777398,0.0269209,21.8022,29.9999,-1.84409,1.06028,0.593559,1.14401,3.34326,0.854052,0.164354,0.338972,0.101528,-0.760199,0.0432717,0.0148818,0.125015,0.0153157,0.0990238,-0.418639,0.782922,-0.567116,0.386343,0.158298,-10.3787,0.225604,0.0279721,0.0183611,0.67732,-3.45472,-1.40764e-07,0.79042,0.127695,0.599626,0.246875,0.517957,0.00012311,-0.425741,-0.170196,-0.172394,0.0484058,-0.830117,0.556805,-0.938974,0.461552,-0.0388413,-0.525615,0.821576,-0.00710411,0.639585,-0.72763,0.117089,1.91095,0.116319,-0.0853506,-3.44015,-0.137081,0.0760217,17.9893,10.1727,-0.0707206,0.100706
143,-2863720000.0,0.711374,0.236172,0.052454,0.000300817,0.115658,0.338501,0.327439,0.2152,0.000213143,0.000126592,0.000130047,0.000418126,0.000861355,0.000482798,0.000154916,0.000515106,0.186308,0.248567,0.237196,0.0969894,0.199934,0.0310049,0.312104,0.137808,0.338185,0.117662,0.0434382,0.050802,1.85566,0.85,0.1,23.381,23.1418,1.01611,1.56795,0.999983,56.7485,2.78235,0.977231,2.73632,0.765003,2.89363,0.911439,0.51123,0.202855,0.197748,0.0350186,0.000323609,0.564055,0.496478,1.06326,0.91182,0.52458,0.433628,0.236645,6.21677,562054000000000.0,-10.7676,5.01225,10.0,0.992142,10,5935.69,0.362633,3.4126,1.04462,2.08705,1.40561,3.7947,1.16195,0.668015,1.09528,0.331894,0.111331,3.0328,1.02977,32.3041,9.99878,3.26369,0.903767,0.190356,-0.530349,10.0042,1.00163,1.19971,1.18716,0.440703,2.88755,0.00257226,0.00100012,0.365704,0.175626,0.400912,0.0999986,10.0003,6.33714,0.265418,0.077145,0.0679504,0.672962,1.20107,1.80866,150.0,200.004,0.131311,20.2752,5.12902,1.01609,9.99999,1.0,17.5662,47.012,9.99962,1.00005,-0.0145284,0.898274,0.61286,-5.40205,0.294362,0.279054,0.15168,0.330356,2.81991,0.974282,1.57834,0.496018,2.22284,1.27209,-1.02455,1.76931,-0.838174,0.00563281,0.002799,-0.575276,-0.00532082,0.0277333,22.4351,29.9996,-0.396771,1.06603,1.11499,1.16614,2.52141,0.833758,-0.0351299,-0.465801,0.209691,-0.634123,0.0467194,0.0193903,0.108925,0.00119909,0.0877189,-0.648844,0.794922,-0.061692,-0.135565,0.149978,-10.3259,0.252907,0.0289123,0.0708911,0.634372,-3.5105,2.28755e-05,0.731858,0.194405,0.587495,0.21002,0.512696,0.000106903,-0.0255847,-0.168105,-0.206675,0.0465392,-0.935154,0.541471,-0.950445,0.60551,-0.0364985,-0.778241,0.965971,0.00108602,0.621117,-0.764673,0.102616,1.91391,0.119405,-0.0490874,-3.48011,-0.140723,0.0530165,18.1418,10.0042,-0.101238,0.0902317
144,-2863720000.0,0.710823,0.234421,0.0547559,0.000293953,0.121562,0.340337,0.320731,0.215428,0.000849733,0.000113861,0.000160691,0.000213441,0.00015031,5.04105e-05,2.37374e-06,0.000106811,0.200307,0.254717,0.208973,0.121303,0.185843,0.0288571,0.32789,0.123531,0.327803,0.127786,0.0486265,0.044363,2.44777,0.85,0.1,23.3647,23.7478,0.998736,1.56461,0.999957,56.7282,2.76886,0.982176,2.71228,0.783312,2.91465,0.914009,0.509667,0.193876,0.199516,0.0350708,0.000280872,0.571256,0.863625,1.05449,0.908465,0.535705,0.546927,0.243044,5.72904,1566160000000000.0,-9.01938,5.01028,10.0,0.99872,10,5935.52,0.35206,3.44541,1.08356,2.05676,1.38546,3.75948,1.19257,1.39185,1.07405,0.324873,0.12936,2.98583,1.03699,32.3067,9.99927,3.26532,0.90928,0.184523,-0.882091,10.087,1.00202,-0.454159,1.13418,0.451607,2.87659,0.00260708,0.00100035,0.371368,0.175519,0.402853,0.0999995,10.0006,6.36164,0.26405,0.0774563,0.0655039,1.54193,1.20628,1.8415,149.998,200.009,0.134749,20.2708,5.13443,1.02635,10.0,1.0,18.2355,46.9595,9.99985,1.00005,-0.0153728,0.812,0.603939,-5.23659,0.281651,0.294739,0.150759,0.332443,2.79363,0.949557,1.58932,0.487558,2.04355,1.30903,-0.649897,1.77466,-0.608389,0.00990131,0.00138148,-0.521041,-0.00655529,0.0279552,23.3859,29.9997,0.150842,1.05148,0.605777,1.1524,3.0093,0.469478,0.21354,-0.700587,0.432583,-0.236438,0.0444119,0.0104222,0.25238,-0.0313222,0.119166,-0.419069,0.888186,0.0210081,0.683056,0.0224585,-14.9723,0.278417,0.0452595,-0.045148,-0.345733,-3.52961,7.67583e-05,0.897379,0.149545,0.526424,0.149863,0.528411,9.97071e-05,0.113878,-0.152978,-0.160307,0.0384508,-0.834192,0.229005,-0.941871,0.573496,-0.0221812,-0.956855,0.723329,-0.00389209,0.763669,0.538169,0.132927,1.87711,0.111911,-0.0658525,-3.52311,-0.137792,-0.000794905,18.4275,10.087,-0.0980572,0.135054
145,-2863720000.0,0.703816,0.240933,0.0552506,0.000347161,0.125111,0.339674,0.320653,0.212464,0.000263301,0.000158065,0.000123413,0.000426142,0.000364765,0.000125246,1.5456e-05,0.000274027,0.201789,0.259888,0.208249,0.102783,0.19852,0.0287715,0.331629,0.116854,0.33137,0.130596,0.0443175,0.0452332,2.80917,0.85,0.1,23.3772,24.483,1.00622,1.56924,0.999975,56.7348,2.77496,0.984871,2.71762,0.772199,2.90961,0.904087,0.521115,0.188083,0.210378,0.0350035,0.000256947,0.566278,0.480518,1.06169,0.908328,0.52721,0.532192,0.245597,4.07972,1481300000000000.0,-8.64639,5.00884,10.0,0.996629,10,5935.52,0.354995,3.45158,1.07203,2.09376,1.3606,3.80402,1.19319,1.71005,1.07139,0.331744,0.115558,2.97979,1.01949,32.3495,9.9941,3.26076,0.910835,0.185385,-0.373654,10.0228,1.00234,-2.23142,1.14286,0.44528,2.88264,0.00263663,0.00100177,0.370671,0.174738,0.401389,0.0999986,10.0008,6.32132,0.264523,0.0774292,0.0650457,1.37439,1.204,1.83019,149.978,200.008,0.133198,20.2752,5.13859,1.00693,9.99999,1.0,18.3931,46.9362,9.99997,1.00003,-0.0169054,0.929193,0.57662,-5.32391,0.286376,0.28845,0.148641,0.321866,2.79463,0.958231,1.59838,0.494498,2.13256,1.30263,-1.2402,1.7997,-0.262141,-0.001204,-0.00151203,-0.517146,-0.00637263,0.0258692,23.2922,29.9989,-0.246741,1.07714,1.29214,1.1867,2.38974,0.385626,0.0609094,-0.555622,0.623207,-0.547893,0.0458507,0.0106652,0.189795,-0.0235224,0.106525,-0.330898,0.917321,0.288121,0.795894,0.0430525,-14.1304,0.291832,0.0288632,-0.0553783,-0.473193,-3.56216,7.39844e-06,0.904898,0.123228,0.6549,0.175395,0.619884,8.41266e-05,0.0324742,-0.130648,-0.169685,0.0262871,-0.762824,0.199587,-0.926997,0.470491,-0.0212753,-0.676531,0.417701,0.00111459,0.762949,0.593169,0.130705,1.89347,0.109725,-0.0535259,-3.57469,-0.13953,0.0020447,18.4746,10.0228,-0.09551,0.151272
146,-2863720000.0,0.710876,0.237673,0.0514504,0.000149889,0.12612,0.348097,0.317192,0.205846,0.000595454,0.000248603,0.000216543,0.000192216,0.000833497,0.000174541,1.15323e-05,0.000323462,0.208984,0.245953,0.209798,0.109885,0.197249,0.0281315,0.310979,0.131907,0.327382,0.13572,0.0494829,0.0445292,2.8225,0.85,0.1,23.3628,23.1636,1.00946,1.59645,0.999954,56.7271,2.77947,0.989718,2.72649,0.774505,2.89606,0.898249,0.510311,0.184579,0.202834,0.037912,0.000640058,0.574035,0.909709,1.05043,0.91363,0.512728,0.61372,0.243679,4.00586,1629720000000000.0,-8.12281,5.01002,10.0,0.996168,10,5935.53,0.343594,3.44375,1.06178,2.06166,1.39986,3.7567,1.1941,-0.134978,1.08297,0.32872,0.124999,3.01474,1.03241,32.251,9.99911,3.25278,0.909691,0.18534,-0.721959,10.0484,1.00262,-0.218255,1.17682,0.447521,2.87917,0.00256769,0.00100028,0.37093,0.176544,0.401783,0.0999991,10.0006,6.16765,0.262734,0.078141,0.0680774,1.14807,1.20341,1.72871,149.999,200.01,0.133991,20.2726,5.09518,1.02478,9.99999,1.0,18.1709,46.9545,10.0,1.00001,-0.0145543,0.6923,0.605888,-5.01242,0.288027,0.284434,0.145454,0.337581,2.80482,0.946159,1.57092,0.497698,1.25153,1.29782,-1.80914,1.8179,-0.449317,0.000663389,-0.000264301,-0.501019,-0.00611462,0.0261277,24.3623,29.9997,-0.262948,1.08927,1.19124,1.15417,1.11942,0.299574,-0.365997,0.263891,0.911128,-0.563855,0.0449534,0.0193088,0.198592,-0.00867752,0.103536,-0.0481338,0.915263,0.521792,-0.0359667,0.112225,-16.7147,0.251737,0.0441717,-0.0397485,-0.472606,-3.63793,1.90029e-05,0.905734,0.179432,0.64088,0.133684,0.798,0.000105431,-0.153582,-0.152629,-0.168138,0.00488623,-0.686123,0.0880012,-0.872475,0.534054,-0.019752,-0.515691,0.553765,-0.00395892,0.733756,-0.197151,0.149551,1.89661,0.102865,-0.0300046,-3.60135,-0.16107,0.00924043,18.5693,10.0484,-0.084758,0.146807
147,-2863720000.0,0.713803,0.233675,0.0525224,0.000740237,0.129873,0.340772,0.32165,0.203589,0.000704276,0.000272491,0.000751466,0.000262225,0.000540976,0.00030711,0.000104955,0.000432213,0.204962,0.243816,0.212301,0.111486,0.19515,0.032284,0.306022,0.127545,0.346407,0.132592,0.0472111,0.0402236,2.69374,0.85,0.1,23.3551,23.6265,1.01743,1.58714,0.999958,56.7377,2.76301,0.981903,2.7387,0.771457,2.90949,0.90009,0.509604,0.19008,0.205701,0.0372797,0.000239083,0.566701,0.735623,1.04905,0.909793,0.52233,0.552199,0.241518,4.73065,1385090000000000.0,-8.14609,5.00906,10.0,0.991347,10,5935.58,0.356375,3.43679,1.04533,2.03359,1.37106,3.73646,1.17566,-0.40363,1.06212,0.340087,0.11923,3.03506,1.00016,32.3303,9.9996,3.26339,0.909978,0.181425,-0.625232,10.1044,1.00256,-1.48074,1.15598,0.446917,2.89035,0.00258455,0.0010013,0.37136,0.173689,0.402941,0.0999982,10.0014,6.22127,0.263622,0.0781314,0.0668525,0.87747,1.20121,1.73682,150.0,200.014,0.131582,20.2742,5.11066,1.00583,9.99999,1.0,18.4722,46.9571,9.99999,1.0,-0.0177675,0.692031,0.557692,-4.8523,0.291349,0.291456,0.148152,0.331075,2.81923,0.949663,1.57256,0.492358,0.901091,1.30433,-2.38685,1.8273,-0.381987,-0.00380799,-0.000381775,-0.511288,-0.00644847,0.0264815,23.8197,29.9998,-0.285751,1.0821,0.612228,1.20567,0.795041,0.587863,-0.692882,0.634026,0.90146,-0.96071,0.0474318,0.0122958,0.196865,-0.0240823,0.108312,0.108363,0.916662,0.186769,0.463795,-0.0767809,-15.2409,0.234905,0.0503672,-0.0290844,-0.637385,-3.61431,0.000101577,0.923594,0.168308,0.683699,0.0984214,0.581918,0.000108169,-0.201727,-0.146788,-0.129594,0.00757822,-0.751645,0.210211,-0.872166,0.441217,-0.0307329,0.510882,-0.478146,0.000293479,0.475514,0.110849,0.133366,1.89217,0.1014,-0.0301999,-3.63297,-0.15815,-0.00584301,18.6802,10.1044,-0.0949345,0.164515
148,-2863720000.0,0.727073,0.22219,0.0507375,9.39293e-05,0.116142,0.344484,0.317921,0.219287,0.000334659,0.000371422,0.000415559,9.45609e-05,0.000474563,0.00013006,0.000139239,0.000111817,0.206739,0.25993,0.211071,0.105345,0.187813,0.0291014,0.313793,0.131346,0.335355,0.125747,0.0433362,0.0504235,3.27706,0.85,0.1,23.385,23.6813,1.02463,1.54123,0.999988,56.7299,2.79306,0.964634,2.72365,0.776881,2.9022,0.900972,0.512235,0.190374,0.205333,0.0352954,0.000544035,0.568454,0.829323,1.05251,0.907573,0.531436,0.457216,0.23881,2.0397,1190950000000000.0,-7.66961,5.01622,10.0,0.9992,10,5935.66,0.366426,3.42826,1.07508,2.09559,1.35949,3.78336,1.19361,1.98148,1.06512,0.332818,0.112938,2.99003,1.0604,32.4144,9.99805,3.28951,0.894239,0.20568,-0.355914,10.0198,1.00193,-0.142523,1.12508,0.461497,2.8682,0.00258821,0.0010002,0.368412,0.176061,0.400878,0.0999996,10.0003,6.29493,0.262946,0.0774571,0.062932,1.47524,1.20032,1.67088,150.0,200.003,0.134962,20.274,5.14621,1.01449,10.0,1.0,20.6637,47.0202,9.99999,1.0,-0.0147915,0.514958,0.486059,-4.37109,0.287407,0.290934,0.153316,0.332597,2.79718,0.945955,1.58896,0.487246,1.06059,1.35712,-2.10465,1.81419,-0.902128,0.0234287,0.00317778,-0.473971,-0.00660112,0.0262246,25.977,29.9991,0.433123,1.06106,0.816385,1.15827,0.645908,0.230473,-0.618369,0.93589,0.932866,-0.688914,0.0452837,0.0265088,0.22048,-0.018669,0.101915,0.160962,0.869502,-0.139069,-0.59551,-0.153812,-16.0307,0.250716,0.0144514,-0.0484228,-0.836243,-3.75972,0.000117349,0.869058,0.0678314,0.595965,0.204242,0.753014,6.67319e-05,-0.114417,-0.154143,-0.132665,0.0044088,-0.913074,0.391597,-0.893636,0.472575,-0.0325817,-0.269741,0.412637,-0.00408146,0.55705,-0.313012,0.109188,1.86955,0.104856,-0.0308736,-3.69731,-0.148176,0.00895076,18.852,10.0198,-0.0879523,0.164985
149,-2863710000.0,0.706839,0.241002,0.052159,1.57596e-05,0.112324,0.345729,0.329624,0.21048,0.000356104,0.000242252,0.000354464,0.000221078,0.000283323,9.9532e-05,8.14968e-05,0.000188467,0.195839,0.241732,0.211623,0.105044,0.210854,0.0349083,0.330895,0.123352,0.333714,0.128895,0.0450173,0.0381268,2.51656,0.85,0.1,23.3632,22.5292,1.03497,1.57278,0.999952,56.729,2.74512,0.977353,2.73153,0.784498,2.87972,0.91284,0.506379,0.195217,0.205806,0.0406792,2.96079e-05,0.558268,0.836309,1.06426,0.909238,0.521743,0.446048,0.232295,0.265304,1409030000000000.0,-7.88761,5.00562,10.0,0.998747,10,5935.65,0.338292,3.43272,1.0589,2.09545,1.36853,3.75211,1.16293,2.07315,1.05397,0.335404,0.116599,3.0538,1.04443,32.281,9.99683,3.27963,0.907561,0.184187,0.0476654,10.0268,1.0019,0.109716,1.12842,0.456909,2.88618,0.00259237,0.00100088,0.366463,0.174394,0.402321,0.0999968,10.0007,6.24685,0.264335,0.0769767,0.0646648,1.43992,1.21509,1.66667,149.994,200.024,0.131265,20.2739,5.1498,1.0045,10.0,1.0,20.0941,47.0241,9.99974,1.00001,-0.0157643,-0.09064,0.474212,-3.39169,0.311252,0.306559,0.139575,0.336045,2.78413,0.951635,1.57738,0.497299,1.47474,1.34577,-1.92459,1.79566,-0.872831,-0.00957799,0.00345567,-0.396837,-0.00714699,0.0229282,26.0995,29.9996,-0.159819,1.07,1.22363,1.16633,0.692035,0.608462,-0.833017,0.829462,0.880778,-0.890135,0.0446446,0.0209082,0.183093,-0.00466351,0.102305,0.434324,0.826221,0.0617955,0.71113,0.00325848,-16.6445,0.275808,0.00803015,0.0322867,-0.763811,-3.71034,6.01689e-05,0.840492,0.110733,0.497856,0.215682,0.849576,8.90706e-05,0.330638,-0.128585,-0.152413,0.000496269,-0.780664,-0.170887,-0.885442,0.651139,-0.0337313,0.531111,-0.427998,-1.03092e-05,0.461008,-0.166165,0.103615,1.88438,0.134921,-0.036823,-3.71996,-0.125806,0.00551156,18.9496,10.0268,-0.0766102,0.161064
150,-2863710000.0,0.719814,0.232182,0.048004,0.000128843,0.116678,0.336408,0.322025,0.221237,0.000766641,0.000182523,0.000490592,0.000482739,0.000445109,0.000235333,0.000193195,0.000726858,0.191568,0.241711,0.20936,0.11205,0.211115,0.0341964,0.322019,0.13361,0.324965,0.134026,0.043853,0.0415267,2.38859,0.85,0.1,23.3763,23.509,1.01003,1.5593,0.99998,56.7255,2.74108,0.980158,2.70712,0.783817,2.90556,0.924862,0.507859,0.197066,0.187897,0.0384532,2.21677e-05,0.576562,0.488492,1.07555,0.916411,0.532705,0.481816,0.235541,2.37829,1153150000000000.0,-7.61876,5.02432,10.0,0.99873,10,5935.94,0.352031,3.43842,1.04476,2.0296,1.37522,3.74438,1.16592,1.64011,1.05997,0.3421,0.109945,3.01299,1.00487,32.3479,9.99919,3.28012,0.897604,0.181471,-0.855888,10.0251,1.00183,-0.0610608,1.09609,0.450166,2.8739,0.00257685,0.00100037,0.366999,0.180094,0.401295,0.0999992,10.0004,6.21947,0.264287,0.07626,0.0644048,1.48367,1.20079,1.76131,149.996,200.009,0.132729,20.2757,5.15631,1.00426,10.0,1.0,20.0917,47.0025,9.99972,1.00019,-0.0141256,0.228676,0.430168,-3.75691,0.286162,0.285621,0.148175,0.338966,2.80278,0.948638,1.57111,0.483808,1.44733,1.37032,-2.88144,1.81706,-0.825702,-0.0011034,0.00312325,-0.395623,-0.00678726,0.0197992,26.6302,29.9989,-0.146014,1.05464,0.96959,1.14302,0.967976,0.757136,-0.567137,0.318531,0.880989,-0.842445,0.0462169,0.0202473,0.146956,-0.0147763,0.0829868,0.636656,0.827136,0.018276,-0.0668729,-0.102099,-14.2846,0.273678,0.0282967,0.00306496,-0.897518,-3.79141,-6.20023e-05,0.791894,0.163064,0.358438,0.259954,0.908361,7.27538e-05,-0.0600959,-0.1132,-0.167367,0.0392843,-0.832388,-0.0103879,-0.879699,0.63034,-0.0395119,0.36168,-0.490662,-0.00249612,0.511552,0.590673,0.113487,1.87062,0.137193,-0.060468,-3.73534,-0.118266,-0.00914831,19.01,10.0251,-0.0798724,0.151258
151,-2863710000.0,0.708099,0.246895,0.0450066,0.000561529,0.118115,0.340271,0.325552,0.213535,0.00039992,0.000135526,0.0003879,0.000324401,8.51885e-05,9.78361e-05,0.000270915,0.00026433,0.201298,0.246832,0.208374,0.116687,0.195674,0.031134,0.316545,0.127837,0.328373,0.13784,0.0441094,0.0452957,2.52065,0.85,0.1,23.3785,23.6751,1.00435,1.55724,0.999999,56.7277,2.76419,0.973032,2.74669,0.765373,2.90793,0.907767,0.511047,0.197514,0.192909,0.0344885,0.00150878,0.57358,1.02888,1.05985,0.917705,0.523556,0.52614,0.238678,2.24939,1113730000000000.0,-6.66707,5.00282,10.0,0.994524,10,5936.0,0.352343,3.41475,1.04388,2.12375,1.35458,3.73305,1.18046,1.56361,1.07525,0.338306,0.113059,3.02016,1.01505,32.3451,9.99932,3.24506,0.882381,0.185965,0.809386,10.0825,1.00237,-0.242128,1.1168,0.446777,2.88453,0.00261399,0.00100044,0.369361,0.178028,0.402382,0.1,10.0003,6.29359,0.265165,0.0774551,0.062846,2.35758,1.20061,1.58805,149.999,200.035,0.133407,20.2725,5.15188,1.02698,10.0,1.0,20.5844,47.0051,9.99957,1.00003,-0.0121887,-0.141032,0.43594,-3.25965,0.280167,0.307249,0.146419,0.336341,2.83816,0.924163,1.59483,0.483987,1.83723,1.35674,-1.25791,1.86964,-0.921973,0.00145389,0.00361039,-0.283846,-0.00581549,0.0154445,25.343,29.9997,-0.134059,1.0765,0.0698818,1.14441,2.53337,0.824116,-0.800304,-0.276913,0.907437,-0.585717,0.0465,0.0211688,0.120433,-0.00753318,0.0909789,0.334794,0.809333,-0.369667,0.376906,-0.112217,-12.6788,0.248679,0.0492691,0.0176518,-0.940627,-3.77037,6.52976e-05,0.824086,0.0998016,0.655859,0.215888,0.959888,6.92626e-05,0.380876,-0.124183,-0.187955,0.0186262,-0.80264,-0.102752,-0.895495,0.573596,-0.0385803,-0.0129235,-0.0593846,-0.00275731,0.606397,0.325672,0.125578,1.86842,0.128028,-0.054034,-3.77197,-0.145146,-0.0144816,19.0974,10.0825,-0.0769324,0.145372
152,-2863710000.0,0.704011,0.245361,0.0506272,0.000868121,0.118455,0.342117,0.326739,0.208891,0.000435336,0.000299967,0.000538789,0.000760736,0.000131159,0.000104541,0.000421233,0.000239488,0.20353,0.24647,0.215437,0.115929,0.18584,0.0327949,0.324171,0.133347,0.330285,0.12702,0.0407085,0.0444697,2.48753,0.85,0.1,23.3946,23.3213,1.01401,1.54468,0.999998,56.7198,2.7654,0.948981,2.74687,0.768558,2.92456,0.899207,0.503293,0.200705,0.189688,0.0359288,0.000640614,0.573038,0.407547,1.05495,0.917633,0.517776,0.545157,0.245304,0.583716,1628820000000000.0,-6.39589,5.00418,10.0,0.992724,10,5935.76,0.348163,3.42354,1.03995,2.08289,1.33803,3.75718,1.17481,0.716769,1.05684,0.334933,0.116054,3.04583,1.00985,32.429,9.99724,3.27449,0.900079,0.176886,0.606802,10.0566,1.0021,-0.0422087,1.09488,0.443769,2.8778,0.00262837,0.00100055,0.369885,0.17837,0.401473,0.1,10.0005,6.30404,0.26472,0.0773352,0.0608111,2.48568,1.20492,1.57505,149.999,200.013,0.134292,20.2744,5.12466,1.00899,10.0,1.0,20.5525,46.9959,9.99982,1.00004,-0.0135929,-0.0861119,0.494963,-3.43189,0.278689,0.29811,0.143233,0.346781,2.78618,0.934103,1.59743,0.490788,1.46556,1.37432,-0.98163,1.82704,-0.691393,0.012617,0.00189729,-0.234077,-0.00715797,0.0158038,25.8866,29.9997,-0.494561,1.05785,-0.201391,1.15879,3.20311,0.860318,-0.609043,0.200968,0.95728,-0.803949,0.0463135,0.0292247,0.134072,-0.00712258,0.0896646,0.358901,0.848,-0.466785,0.184721,0.103567,-13.9048,0.276771,0.0510457,0.0136675,-0.918348,-3.84386,-1.98667e-06,0.784209,0.0667403,0.665251,0.264873,0.954032,6.55634e-05,0.206715,-0.100902,-0.169751,0.032892,-0.903537,-0.153338,-0.875009,0.678148,-0.0338024,-0.0779745,0.0683181,-0.00390438,0.604064,0.0476157,0.133729,1.85987,0.148619,-0.035491,-3.77725,-0.151649,-0.00168145,19.107,10.0566,-0.104298,0.157086
