ageTheta_mu,timeTheta_mu,weightTheta_mu,bodyActivityTheta_mu,speed_loc_mu,speed_error_mu,T_loc_mu,Rt_loc_mu,T_error_mu,RT_error_mu,H_error_mu,H_loc_mu,summer_Mu_mu,summer_std_mu,winter_Mu_mu,winter_std_mu,tempNow_Mu_mu,tempNow_std_mu,nigaTheraml_Alfa_mu,clothLayerTheta_mu,thermalComf_std_mu,lightControlAlfa_mu,luminaireOFFAlfa_mu,BlindOFFAlfa_mu,daylightAlfa_mu,dayLightAvaPro_mu,daylight_std_mu,artLights_std_mu,lightLevel_error_mu,lightColor_error_mu,lightColor_mu_mu,nigaLightAlfa_mu,LightFeel_mu_mu,LightFeel_std_mu,bImage_mu_mu,bImage_std_mu,colorComf_mu_mu,colorComf_std_mu,visualComf_std_mu,nigaNoise_Alfa_mu,outNoiseAlfa_mu,noiseNow_mu_mu,noiseNow_std_mu,p_sound_mu_mu,p_sound_error_mu,Gnoise_mu_mu,Gnoise_std_mu,backgNoise_Alfa_mu,AcousComfort_std_mu,lpg_error_mu,lpg_mu_mu,alcohol_mu_mu,alcohol_error_mu,nitric_mu_mu,nitric_error_mu,ch2o_mu_mu,ch2o_error_mu,voc_mu_mu,voc_error_mu,methane_mu_mu,methane_error_mu,odorAlfa_mu,vocCons_std_mu,vocCons_shape_mu,co2_error_mu,co2_mu_mu,o2_error_mu,o2_mu_mu,co_mu_mu,co_error_mu,h2_mu_mu,h2_error_mu,airQuality_std_mu,airQuality_skew_mu,a1_mu,a2_mu,a3_mu,a4_mu,a13_mu,a14_mu,a15_mu,a16_mu,a17_mu,acControlAlfa_mu,sleepyAlfa_mu,odorUsuAlfa_mu,nigaAirAlfa_mu,vent_mu_mu,vent_std_mu,aSpNow_mu_mu,aSpNow_std_mu,airQualityComf_std_mu,bComfort_std_mu,c_mu,c1_mu,c2_mu,b3_mu,b1_mu,b2_mu,acou_isolation_std_mu,acSystem_std_mu,thermal_isolation_std_mu,ventSystem_std_mu,posterior_log_mu,met_a1_mu,met_a2_mu,met_a3_mu,met_a4_mu,met_const_mu,therm_a1_mu,therm_a2_mu,therm_a3_mu,therm_a4_mu,therm_a5_mu,therm_a6_mu,therm_a7_mu,therm_a8_mu,therm_a9_mu,therm_a10_mu,therm_const_mu,bui_a1_mu,bui_a2_mu,bui_a3_mu,bui_a4_mu,bui_const_mu,light_a1_mu,light_a2_mu,light_a3_mu,light_a4_mu,light_cons_mu,visual_a1_mu,visual_a2_mu,visual_a3_mu,visual_a4_mu,visual_a5_mu,visual_a6_mu,visual_a7_mu,visual_cons_mu,acous_a1_mu,acous_a2_mu,acous_a3_mu,acous_a4_mu,acous_a5_mu,acous_a6_mu,acous_a7_mu,acous_cons_mu,acoisola_alfa_mu,acoisola_const_mu,acou_isol_cons_mu,aSys_a1_mu,aSys_a2_mu,aSys_a3_mu,aSys_cons_mu,speed_factor_mu,metabolism_std_mu,latentLightlevel_sigma_mu,alfa_DayL_mu,ageTransformed_mu,timeTransformed_mu,weightTransformed_mu,bodyActivityTransformed_mu,nigaThermalTransformed_mu,clothLayerTransformed_mu,lightControlTransformed_mu,luminaireOFFTransformed_mu,BlindOFFTransformed_mu,daylightTransformed_mu,nigaLightQuaTransformed_mu,backgNoiseTransformed_mu,nigaNoiseTransformed_mu,outNoiseTransformed_mu,odorTransformed_mu,odorUsuallyTransformed_mu,sleepyTransformed_mu,nigaAirTransformed_mu,ac_controlTransformed_mu,vocCons_mu,metabolism_mu,thermalComf_mu,latentLightlevel_mu,visualComf_mu,airQualityComf_mu,bComfort_mu,acSystem_mu,thermal_isolation_mu,ventSystem_mu,acou_isolation_mu,AcousComfort_mu,artLights_mu,airQuality_mu,acou_isolation_mu_mu,vocCons_mu_mu,airQualityComf_mu_mu,thermal_isolation_mu_mu,bComfort_mu_mu,ventSystem_mu_mu,AcousComfort_mu_mu,acSystem_mu_mu,mean_acou_isolation_mu_mu,visualComf_mu_mu,thermalComf_mu_mu
0.3333333373416667,0.07692307709292057,0.1666666651206667,0.16666666864545832,110.00000325,14.76284865,24.73157935,25.5372232,0.91251781475,1.9631187049999999,0.429521331,53.7573189,2.82754747,0.9384040355,2.6044118625,0.8241255465,2.7586702675000003,0.9280151822499999,0.48112797175000005,0.199999999695295,5.9696878975,0.877454385,0.219109866125,0.5389210075,0.195824165375,-34.24637206359189,inf,7.5201516175,9.99767058,9.999676595,7085.9687975,0.343164015,3.4993347125,1.04134140575,1.979916835,1.4072945435000002,3.762418795,1.2780885212499997,5.0611713825,0.31542193474999997,0.1511928411,3.4616174275000002,1.003853753,33.477958325,9.6955308875,3.357759555,0.9653858512500001,0.27587491685,5.1089926750000005,0.93007405675,2.7739949900000003,0.0025504137525,0.001212615375,0.14978725250000002,0.0440189869,0.1205763557,0.09871817892499998,10.038984775000001,7.4739906650000005,0.2555619275,0.073208708625,0.097117245325,1.324604895,1.4564320325,144.27101449999998,1030.45375575,0.0586544832,20.509927100000002,5.0195317274999995,0.818518958,49.051393374999996,0.9966782375000001,3.8347367187499994,1.4637341625,0.0071373278805,0.06648798793095,-0.08565963788542501,0.5873849033274998,-0.038995499574999995,-0.05200873845025,0.10241778070474998,-0.008878301589975,0.26256974967374996,0.27259799325,0.2958541757,0.19326873312499998,0.3226838779999999,2.8163143675,0.9702532540000001,1.5175705050000001,0.52060426125,10.06503362,5.389926185,-0.12179655680924999,-0.0353165487472675,-0.076630714538,0.081251116023,0.117113901692,0.03791011584825,5.082256899,4.955204095,6.337764185,5.447864085,62.12469237249999,-0.12368281056844999,-0.11800303200725001,0.043273968985424995,-0.05141837204875,-6.885508649949999,-0.05767934325249999,-0.035219653881749996,0.07209768030274999,-0.09129231930750001,0.12705508647875002,-0.28694700893700004,0.013948853828000011,-0.0548024944734,0.15033272665775002,-0.011554455108249997,10.3693743391,0.024107587018999992,0.036120660044000004,-0.013041103415250006,-0.018152528938750002,0.15231865757500004,-0.033878800514499985,-0.039448285305,0.033915279757999996,0.014587064406500004,-0.012632731821249998,0.03948804971375,-0.04489032014550001,0.038399789403,0.01833546804875,0.024701272070750006,-0.03442733035875,-0.011235530321999995,0.0343328433245,-0.03990740491875001,-0.045274534929875,0.035094400629750014,0.0006789938646000096,0.056926853345474995,-0.02487880973174999,0.039479103304249995,-0.042253078533250006,0.003941313405327504,-0.087987410721375,0.014737970576999996,0.022805578883,0.04576230392300001,-0.0249200854845,0.02672718443749993,-0.03583570179924999,0.8336728779729999,0.8877609498300001,0.3530553124294872,0.5047139389615385,0.22053356274935895,0.21798451434741029,0.2789328055141731,0.5004838981602563,0.32263617462025646,0.8000278445230768,0.6656531565705129,0.5029939236538461,0.6949845090673077,0.5522786616666667,0.609189142775641,0.5709915635576923,0.7593694255,0.840900794101923,0.696622606048077,0.588986641325641,0.5681985084615383,0.6107855930320513,6.774151965961538,-6.978216804862647,19.55207828599488,-14.249758538391925,-301.5905711268655,21.701901778666027,160.09515796050448,9.90693264230391,32.52075882072815,10.152528425819856,5.085737507502244,4.5329897551643015,-6.72960589948596,1111.7016369935898,-0.08468566175888899,6.774151937500001,21.701915251249996,32.5208014817,160.09514139487501,10.152529205249998,4.532989986192501,9.906957577499991,-0.08468567240175003,-301.59049291999986,19.552073247074997
