Location ,Time,Decimal,Illumination level (Lux),Color Tempreture,Average Noise level,O2 Concentration (%Vol),CO2 at any moment (PPM),LPG concen (ppm),Alcohole Concen (ppm),Methan Concen (ppm),CO concen (ppm),Hydrogyn Concen (ppm),Netric tVOC level (ppm),VOC Formerdahied Level (ppm),Different VOC (CO) Level (ppm),Room Temp ( C ),Room reative humadity %,Radiant Temp 1 (C),Wind Speed (mm/s),,Occupation ,Age,Height,Weight ,Body Activity,Clothing Layer,How long do you spend in the building during the day ,Does the temperature in this part of the building have a negative effect on your work performance? ,"How would you describe the summer indoor air temperature ""most time feeling""?","How would you describe the winter indoor air temperature ""most time feeling""",Do you feel comfortable under the current temperature ? ,How you describe the current temperature in this room?,"Does the distraction from noise in this part of building have a negative effect on your work performance ""most time feeling""?",Is there significant distraction from noise outside (in this moment) ? ,Is there significant distraction from background noise (machine and undefined noise sources)? ,"How would you describe the noise in building generally ""most time feeling""?",How would describe noise at this moment?,Comfort Under current noise Level,Distraction from people noise,"Does the quality of air in this part of building have a negative effect on your work performance ""most time feeling""?",Do you have control over air condition system ?,"How would you describe the ventilation and air quality of building  ""most time feeling""?","Do you smell odor or unusual smell in your work-space ""most time feeling""?","Do you feel sleepy or headache when you get to your work-space ""most time feeling""?","Right now, do you smell unusual smell?",Does the quality of light (color and light level) in this part of building have a negative effect on your work performance ?,Is there availability of natural light?,Are there blinds or shutters blocking the natural light ? ,Do you have control over artificial lightning ?,Is there any luminare is OFF at this moment?,Air speed at this moment,Ventilation and Air smell,Comfortable under light colour ,Comfort under the current light level,Describe the current light level ,Is there any luminare is OFF at this moment?,How accessible is from the parking lot to the main door of the college?,How is easy to go from one floor to another?,How easy is the horizontal circulation?,How easy is to get out of the building in emergency situation?,Do you know the route to the nearest emergency door?,How would you rate the level of cleanliness of the building?,How clean is your work-space?
STU211,1625,15.8783,1.098,4332.5,22.12166679,20.207,669.4138424,2.928660564,0.002697907,0.234171672,5.621334696,43.56584969,0.449188251,0.296947267,3.613471889,22.7,54.815,21.3,137.6,,Occ01,Age01,Hight05,Wieg02,Stall,Dress_213,Period_05,No,3,2,2,4,Maybe,No,Maybe,2,2,4,Yes,Maybe,Yes,2,Yes,No,no,No,NO,Yes,Yes,yes,LittleWindy,1,2,4,1,Yes,5,5,4,4,Maybe,2,4
STU211,1635,16.0275,2.467,4536.3,26.9816666,20.214,666.4297076,2.969386387,0.002706062,0.236821785,5.553593445,43.83914986,0.4739642,0.297121692,3.779754114,22.7625,54.52,21.56666667,134.3,,Occ01,Age01,Hight04,Wieg02,Running,Dress_194,Period_05,No,3,4,No,5,No,No,Maybe,5,4,3,Yes,Maybe,No,3,No,Yes,no,Maybe,NO,No,Yes,yes,Negligable,3,4,5,3,No,3,5,2,3,Yes,1,1
STU211,1645,16.1767,0.578,4540.4,33.0266666,20.226,652.4413751,2.984314184,0.002705806,0.239502487,5.634864235,44.01473045,0.480421877,0.29676758,3.692128777,22.8675,54.355,21.56666667,134.4,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_99,Period_04,Yes,1,3,3,3,Yes,No,No,5,1,1,Yes,Yes,Yes,2,No,Maybe,yes,Yes,NO,Maybe,Yes,yes,LittleWindy,3,5,5,5,No,2,1,1,1,Yes,1,1
STU211,1655,16.3258,0.019,4539.9,43.9633334,20.198,654.9518367,2.959660964,0.002713791,0.233193462,5.64830184,44.01471901,0.453821235,0.302567532,3.455299139,22.7725,54.345,21.3,134.9,,Occ01,Age01,Hight04,Wieg01,Running,Dress_192,Period_03,No,2,2,4,3,No,No,No,3,2,4,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,4,4,4,5,No,5,3,2,4,Yes,5,3
STU211,1665,16.475,0.882,4468.5,48.75166584,20.23,669.1898326,2.917161112,0.002753629,0.228924091,5.64365778,43.89766922,0.474625359,0.305377665,3.689320278,22.945,54.31,21.7,134.9,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU211,1675,16.6242,1.485,4382.8,31.39499943,20.257,692.0761158,2.880386648,0.002665968,0.230598767,5.689091778,43.9755146,0.459588108,0.294311559,3.610233903,22.715,54.28,21.33333333,136.4,,Occ01,Age01,Hight03,Wieg02,Running,Dress_99,Period_05,Yes,1,3,Maybe,3,Yes,No,No,2,2,3,Yes,Yes,No,2,No,Yes,yes,No,NO,Yes,No,yes,LittleWindy,1,2,4,1,Yes,3,3,3,4,Yes,1,2
STU211,1685,16.7733,0.7385,4281.5,20.2733334,20.214,701.0403643,2.893213787,0.002697737,0.233210134,5.7572505,44.16083412,0.458095789,0.308367484,3.376212764,22.835,54.285,21.63333333,134.8,,Occ01,Age01,Hight02,Wieg05,Walking,Dress_364,Period_04,Yes,1,1,4,3,Yes,No,No,4,3,4,Yes,No,No,3,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,No,5,3,3,4,Maybe,1,1
STU211,1695,16.9225,0.878,4217.2,19.6366666,20.282,718.5260569,2.917440257,0.002642356,0.233845611,5.748225594,44.34609756,0.452881975,0.296947267,3.771215153,22.8025,54.3,21.73333333,135,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_220,Period_04,No,3,3,2,2,No,No,No,3,2,3,Yes,No,Yes,2,Yes,No,no,No,NO,No,Yes,yes,LittleWindy,4,5,5,3,No,3,4,2,4,Yes,1,1
STU211,1705,17.0717,0.684,4177.1,29.02000019,20.233,725.3989284,2.971284432,0.002610844,0.237824945,5.707280827,44.70656891,0.475777454,0.30855248,3.929387903,22.7725,54.295,21.03333333,138.8,,Occ01,Age02,Hight03,Wieg02,Walking,Dress_365,Period_05,Yes,1,3,4,3,Yes,No,No,5,5,2,Yes,Yes,Yes,2,No,No,yes,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,4,No,2,1,1,1,Yes,1,1
STU211,1715,17.2208,0.593,4142,28.18166641,20.221,727.8550245,2.994232817,0.002626642,0.236495743,5.648641443,44.88183403,0.526894851,0.320886972,3.537194014,22.72,54.255,20.9,135.5,,Occ01,Age01,Hight03,Wieg02,ClimbingStairs,Dress_215,Period_03,No,3,2,Yes,2,Maybe,Maybe,No,2,2,3,Yes,Maybe,Yes,2,No,Yes,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,5,5,4,4,Maybe,2,4
STU211,1725,17.37,0.484,4112.2,22.815,20.237,755.8044727,2.979330239,0.002595045,0.233519552,5.684926939,44.8526123,0.517647824,0.30854717,3.461775112,22.765,54.285,21.66666667,133.9,,Occ03,Age02,Hight04,Wieg02,Working,Dress_192,Period_05,Yes,3,3,Yes,3,No,No,No,4,3,2,Yes,No,No,3,No,No,no,No,NO,Yes,Yes,yes,Negligable,3,1,1,4,No,3,2,4,3,Maybe,2,2
STU211,1735,17.5192,0.365,4083.2,40.47833378,20.268,758.5225551,2.972715182,0.002579418,0.236504071,5.73455658,44.88180122,0.505530472,0.31734225,3.382688737,22.8775,54.325,22.06666667,134.8,,Occ01,Age01,Hight03,Wieg02,Stall,Dress_213,Period_03,Maybe,3,3,3,3,Maybe,Maybe,No,2,2,2,Yes,Maybe,Maybe,3,Maybe,Yes,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,5,5,3,No,4,4,4,5,Maybe,5,5
STU211,1745,17.6683,0.212,4073,47.51000038,20.237,760.1287077,2.941751699,0.002642356,0.233842838,5.748271656,44.91094818,0.471115355,0.311721985,3.537194014,22.8775,54.37,22.1,135.1,,Occ02,Age02,Hight04,Wieg03,Walking,Dress_364,Period_03,No,3,2,Yes,3,Yes,Yes,No,2,2,5,Yes,Yes,No,3,Yes,No,no,No,NO,Yes,Yes,yes,LittleWindy,4,5,4,3,No,5,2,2,3,Maybe,1,2
STU211,1755,17.8175,0.21,4040,30.39000019,20.23,769.9916377,2.908073983,0.002595388,0.231217673,5.784711647,44.8913868,0.460428243,0.330046735,3.771215153,22.675,54.385,21.06666667,135.9,,Occ02,Age01,Hight03,Wieg02,Walking,Dress_364,Period_04,No,3,3,2,4,No,No,No,3,2,3,Yes,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,3,4,3,No,3,5,4,3,Yes,3,3
STU211,1765,17.9667,0.183,4030.3,19.79,20.199,776.5140409,2.896690912,0.002548077,0.228631213,5.816739082,44.76490746,0.451725979,0.323686571,3.610233903,22.745,54.435,21.53333333,135.2,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,3,3,Yes,3,Yes,No,No,3,3,3,Yes,No,No,2,Yes,No,no,No,NO,Yes,Yes,yes,Negligable,4,3,4,3,No,3,2,3,3,Maybe,3,1
STU211,1775,18.1158,0.123,4012,18.77666641,20.213,787.1407414,2.867436018,0.002516994,0.228932416,5.757451343,44.82326241,0.491403031,0.329676743,3.385497236,22.7475,54.505,21.36666667,134.9,,Occ01,Age01,Hight04,Wieg05,Working,Dress_365,Period_03,Yes,3,1,3,2,Yes,No,No,2,3,3,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,5,4,2,No,3,4,1,3,Yes,1,1
STU211,1785,18.265,0.1135,4012,29.0066666,20.256,790.3538916,2.930160818,0.002548163,0.231532659,5.711878204,44.9985836,0.514375334,0.314167435,3.774453139,22.6975,54.63,21.2,138.5,,Occ02,Age03,Hight05,Wieg05,Stall,Dress_194,Period_05,No,3,3,Yes,3,Maybe,No,No,4,4,4,Maybe,No,No,2,No,No,no,No,NO,No,Yes,yes,Negligable,1,5,4,3,No,4,1,3,5,Yes,2,2
STU211,1795,18.4142,0.0465,4013.2,27.8966666,20.247,767.8474631,2.944746227,0.002571776,0.233508451,5.74395237,45.20287781,0.505569458,0.308721595,3.38225925,22.62,54.83,21.1,135,,Occ01,Age01,Hight03,Wieg02,Working,Dress_364,Period_04,Yes,3,1,No,4,Yes,No,Maybe,2,2,5,Yes,No,No,1,No,Maybe,no,Yes,NO,Yes,Yes,yes,LittleWindy,4,5,5,3,No,3,4,1,3,Yes,1,1
STU211,1805,18.5633,0,4017,21.9633334,20.237,763.7915106,2.94152318,0.002509353,0.23384006,5.762125921,45.22234116,0.506897325,0.308721595,3.075627708,22.7975,55.195,21.56666667,134,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,3,3,4,3,Yes,No,Yes,3,2,2,Yes,Yes,No,4,No,Yes,no,Maybe,NO,Yes,Yes,yes,LittleWindy,3,4,4,3,Yes,3,2,2,4,Yes,1,2
STU211,1815,18.7125,0,4017,42.95,20.221,737.0414174,2.951310739,0.002555891,0.235185971,5.812513018,45.29043388,0.481678171,0.320147073,3.237232828,22.725,55.525,21.46666667,134.7,,Occ01,Age01,Hight03,Wieg02,ClimbingStairs,Dress_215,Period_03,No,3,2,Yes,2,Maybe,Maybe,No,2,2,3,Yes,Maybe,Yes,2,No,Yes,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,5,5,4,4,Maybe,2,4
STU211,1825,18.8617,0,3984.4,44.56333321,20.182,727.1901628,2.919020581,0.002532536,0.231869791,5.899587583,45.05686378,0.500007501,0.317157254,3.689320278,22.725,56.19,21.33333333,134.8,,Occ01,Age01,Hight03,Wieg01,Sleeping,Dress_220,Period_05,No,2,3,1,3,Yes,No,Yes,3,4,2,No,No,No,2,No,No,no,No,NO,Maybe,Yes,yes,LittleWindy,3,3,3,3,Yes,4,4,2,1,Maybe,2,5
STU211,1835,19.0108,0,3952,25.43499981,20.188,719.9289386,2.886753602,0.002555977,0.231228743,5.945763874,44.94002228,0.519673505,0.323501575,3.537194014,22.7475,56.65,21.66666667,135.6,,Occ01,Age01,Hight05,Wieg03,Working,Dress_78,Period_04,No,3,3,No,2,No,Yes,No,3,4,3,Yes,Yes,Yes,3,No,Yes,no,Maybe,NO,Maybe,Yes,yes,LittleWindy,4,4,4,3,No,3,5,4,3,Yes,3,3
STU211,1845,19.16,0,3979.3,19.2866666,20.216,697.3177862,2.903056593,0.002563705,0.235183177,5.959649134,45.15413628,0.539743771,0.312276888,3.537194014,22.775,56.96,21.4,134.7,,Occ01,Age01,Hight04,Wieg03,Sleeping,Dress_192,Period_04,Yes,3,3,3,4,No,No,No,5,2,3,Yes,No,No,3,No,No,no,No,NO,No,Yes,yes,LittleWindy,5,3,3,5,No,1,1,3,5,Yes,1,3
STU211,1855,19.3092,0,3991,26.96666679,20.248,687.3033534,2.93834938,0.002555977,0.238842051,5.913751078,45.33900795,0.605624962,0.312261093,3.768406653,22.6425,57.335,20.9,138.2,,Occ01,Age01,Hight05,Wieg03,Walking,Dress_220,Period_05,Maybe,4,3,No,4,Yes,Maybe,Yes,2,3,4,Yes,Yes,No,4,No,Maybe,no,Maybe,NO,Yes,Yes,yes,LittleWindy,5,3,3,5,No,1,5,3,4,Yes,5,5
STU211,1865,19.4583,0,3991,28.24833359,20.232,674.9481546,2.951323442,0.002532708,0.240514023,5.867544317,45.43627663,0.543992257,0.326311707,3.234853816,22.6525,57.6,21.6,135.9,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,3,3,Yes,3,Yes,No,No,3,3,3,Yes,No,No,2,Yes,No,no,No,NO,Yes,Yes,yes,Negligable,4,3,4,3,No,3,2,3,3,Maybe,3,1
STU211,1875,19.6075,0,3991,25.2566666,20.246,672.6901545,2.979323788,0.002548163,0.240511229,5.886289692,45.59178886,0.530586395,0.323686571,3.148667598,22.645,57.865,21.4,133.9,,Occ02,Age03,Hight03,Wieg04,Walking,Dress_150,Period_02,Yes,3,3,Yes,3,No,No,No,5,4,3,No,No,No,3,No,No,maybe,No,NO,No,Yes,yes,Negligable,4,4,5,4,No,3,5,2,3,Yes,1,1
STU211,1885,19.7567,0,3991,36.80166641,20.222,656.8603205,2.982596641,0.002587146,0.240539083,5.941428184,45.60151405,0.557774305,0.311357303,3.073443079,22.6675,58.07,21.26666667,134.7,,Occ02,Age02,Hight04,Wieg02,Stall,Dress_207,Period_04,No,3,3,Maybe,3,No,Yes,Yes,3,3,2,Yes,No,Yes,2,Maybe,No,no,No,NO,No,Yes,yes,LittleWindy,3,2,2,3,No,2,2,2,1,Yes,1,2
STU211,1895,19.9058,0,3991,46.35500019,20.212,629.9872052,2.948286505,0.002610672,0.236838458,5.997031021,45.41675568,0.529486885,0.311357303,3.148667598,22.725,58.265,21.46666667,134.8,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_192,Period_03,Yes,3,3,4,3,Yes,No,No,3,2,3,Yes,Yes,No,4,Yes,No,no,Maybe,NO,Yes,Yes,yes,LittleWindy,4,5,5,4,No,3,2,2,4,Yes,1,2
STU211,1905,20.055,0,3991,27.27666679,20.208,640.5284266,2.907849359,0.002618743,0.235868645,5.992186499,45.34858742,0.514634628,0.323136892,2.993732834,22.7,58.47,21.26666667,135.5,,Occ01,Age01,Hight04,Wieg01,ClimbingStairs,Dress_213,Period_05,No,3,3,3,3,No,No,No,3,3,2,Yes,No,Yes,4,No,No,maybe,Yes,NO,No,No,yes,LittleWindy,4,4,4,3,No,5,4,2,2,Yes,1,1
STU211,1915,20.2042,0,3991,19.70499981,20.21,660.4143322,2.912654915,0.002634285,0.235191474,6.029306602,45.34868736,0.55144906,0.324051254,3.455299139,22.775,58.685,21.76666667,134.1,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_364,Period_03,No,1,2,No,2,Yes,No,Yes,4,4,2,Yes,Yes,No,5,Yes,Yes,no,No,NO,Yes,Yes,yes,Negligable,4,3,4,3,No,2,4,4,5,Yes,2,1
STU211,1925,20.3533,0,3991,24.1666666,20.234,678.9967665,2.936793809,0.002602859,0.240516798,5.932110214,45.55287666,0.570537586,0.311177616,3.458537126,22.725,58.785,21.56666667,137.2,,Occ01,Age01,Hight05,Wieg02,Working,Dress_192,Period_03,Yes,2,3,No,2,No,No,No,4,4,3,No,No,No,2,No,Yes,no,Yes,NO,Yes,Yes,yes,Negligable,1,5,5,3,No,2,5,3,3,Yes,4,3
STU211,1935,20.5025,0,3991,28.74666641,20.227,686.1870052,2.995869832,0.002611016,0.24084841,5.964956427,45.7570015,0.533014564,0.30854717,3.692128777,22.6525,58.975,21.16666667,136.3,,Occ01,Age01,Hight04,Wieg02,Working,Dress_220,Period_03,Yes,3,3,2,2,Yes,No,No,3,3,4,No,Yes,No,4,No,Yes,no,Maybe,NO,Yes,Yes,yes,LittleWindy,4,5,4,3,No,3,2,2,4,Yes,1,2
STU211,1945,20.6517,0,3991,29.86333302,20.214,691.5948597,2.979386663,0.002602944,0.243208663,5.950885677,45.84441223,0.563849635,0.314347122,3.376212764,22.8,59.175,21.43333333,133.9,,Occ01,Age01,Hight03,Wieg02,ClimbingStairs,Dress_215,Period_03,No,3,2,Yes,2,Maybe,Maybe,No,2,2,3,Yes,Maybe,Yes,2,No,Yes,no,No,NO,Yes,Yes,yes,LittleWindy,3,3,3,3,Yes,5,5,4,4,Maybe,2,4
STU211,1955,20.8008,0,3991,39.31833282,20.205,700.7238246,2.949848394,0.00265824,0.236835682,6.029352236,45.64036522,0.531600876,0.308187797,2.99759469,22.755,59.265,21.5,135.3,,Occ02,Age03,Hight04,Wieg05,Running,Dress_213,Period_05,Maybe,4,2,4,4,Maybe,No,No,4,4,3,Yes,Maybe,Maybe,3,No,No,no,Yes,NO,Maybe,Yes,yes,Negligable,4,4,4,4,No,4,3,4,2,No,2,2
STU211,1965,20.95,0,3991,29.9733334,20.229,697.5880027,2.893367648,0.00265824,0.233873386,6.001428366,45.41671677,0.561287703,0.317157254,3.461345625,22.765,59.435,21.33333333,135.3,,Occ01,Age01,Hight04,Wieg04,Working,Dress_192,Period_03,Yes,4,4,Yes,2,No,No,No,4,5,1,Yes,Yes,Yes,5,Yes,Yes,yes,Maybe,NO,Yes,Yes,yes,Negligable,5,5,5,5,No,3,4,5,4,Yes,1,4
STU211,1975,21.0992,0,3991,22.65833302,20.235,702.9321327,2.911036301,0.002618572,0.239508049,6.03874836,45.52366753,0.553679218,0.323501575,3.771215153,22.7625,59.535,21.56666667,134.9,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,3,3,4,3,Yes,No,Yes,3,2,2,Yes,Yes,No,4,No,Yes,no,Maybe,NO,Yes,Yes,yes,LittleWindy,3,4,4,3,Yes,3,2,2,4,Yes,1,2
STU211,1985,21.2483,0,3991,25.89333378,20.244,697.4802838,2.959592509,0.002650169,0.241533985,5.996922922,45.73753967,0.561665273,0.300122082,3.613471889,22.7625,59.7,21.4,139.2,,Occ01,Age02,Hight03,Wieg02,Walking,Dress_365,Period_05,Yes,1,3,4,3,Yes,No,No,5,5,2,Yes,Yes,Yes,2,No,No,yes,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,4,No,2,1,1,1,Yes,1,1
STU211,1995,21.3975,0,3991,24.18500019,20.192,711.7154262,2.954614525,0.002610844,0.242545521,5.950870466,45.84442635,0.563872647,0.311357303,3.152529454,22.7975,59.815,21.46666667,134,,Occ02,Age02,Hight04,Wieg04,Working,Dress_364,Period_04,No,3,3,Yes,3,Yes,No,No,3,3,3,Yes,No,No,2,Yes,No,no,No,NO,Yes,Yes,yes,Negligable,4,3,4,3,No,3,2,3,3,Maybe,3,1
STU211,2005,21.5467,0,3992.4,41.07999924,20.21,702.3345427,2.936687641,0.002674123,0.238524358,6.015575504,45.7861393,0.556555881,0.326496704,3.014602876,22.8,59.895,21.6,134.6,,Occ01,Age01,Hight04,Wieg01,Running,Dress_192,Period_03,No,2,2,4,3,No,No,No,3,2,4,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,4,4,4,5,No,5,3,2,4,Yes,5,3
STU211,2015,21.6958,0,3994.3,31.2733334,20.196,699.0494607,2.856367989,0.002650339,0.236512418,6.034043121,45.4458168,0.571872039,0.31734225,3.455299139,22.75,59.985,21.26666667,135.5,,Occ02,Age01,Hight04,Wieg03,Walking,Dress_364,Period_03,Yes,3,1,4,4,Yes,No,No,2,2,3,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,Negligable,4,4,4,3,No,3,4,1,3,Yes,1,1
STU211,2025,21.845,0,3996,19.70833321,20.211,699.8545749,2.856147141,0.002634542,0.235517547,6.033981037,45.48477669,0.548052888,0.302932215,3.610233903,22.8025,60.005,21.6,134.5,,Occ02,Age02,Hight04,Wieg05,Walking,Dress_364,Period_02,Yes,3,3,2,4,Yes,Yes,Yes,3,3,3,Yes,Yes,No,4,Yes,Yes,no,Maybe,NO,Yes,Yes,yes,Negligable,2,4,3,3,Yes,3,2,2,4,Yes,1,2
STU211,2035,21.9942,0,3995.8,24.5266666,20.234,700.1880819,2.879906063,0.002690007,0.237504456,5.992402887,45.62091522,0.561448851,0.305557351,3.616280389,22.8625,60.11,21.56666667,135.5,,Occ01,Age01,Hight03,Wieg03,Working,Dress_364,Period_04,Yes,2,4,No,2,No,Yes,Yes,3,4,4,Yes,No,Maybe,2,No,Yes,no,Yes,NO,No,No,yes,LittleWindy,5,3,3,5,No,3,4,3,3,Yes,1,1
STU211,2045,22.1433,0,3996,29.37666679,20.201,729.830773,2.920341072,0.002666053,0.240171261,5.941520691,45.76669579,0.536364179,0.305557351,3.458537126,22.775,60.185,20.93333333,136.1,,Occ02,Age02,Hight04,Wieg05,Working,Dress_207,Period_04,Yes,1,3,Yes,4,Maybe,No,No,3,2,5,Yes,Yes,Maybe,4,No,Maybe,no,No,NO,Yes,Yes,yes,LittleWindy,4,5,5,4,No,4,5,3,5,Maybe,2,1
STU211,2055,22.2925,0,3996,29.39666622,20.189,716.491966,2.910559797,0.002721776,0.238159332,5.960019398,45.79584351,0.581793771,0.311357303,3.155767441,22.8,60.27,21.63333333,134.4,,Occ01,Age01,Hight04,Wieg01,Stall,Dress_364,Period_04,No,1,4,4,4,No,No,No,3,4,3,Yes,No,No,4,No,Maybe,no,Yes,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,3,2,3,Yes,2,2
STU211,2065,22.4417,0,3996,42.0116666,20.225,694.2050945,2.878250723,0.002658069,0.236501279,6.020157766,45.59178009,0.546783781,0.311542299,3.145429611,22.7875,60.285,21.63333333,134.7,,Occ01,Age01,Hight03,Wieg01,Working,Dress_364,Period_02,Yes,4,4,4,3,No,No,Yes,4,3,4,Yes,Yes,Yes,5,No,Yes,yes,Maybe,NO,Yes,Yes,yes,LittleWindy,4,4,3,5,No,3,4,5,4,Yes,1,4
STU211,2075,22.5908,0,3996,45.51166622,20.203,679.5326091,2.825480399,0.002690092,0.232555189,6.029260397,45.4070549,0.541893873,0.308367484,3.227324486,22.8825,60.3,21.6,135.4,,Occ01,Age01,Hight04,Wieg03,Working,Dress_364,Period_03,Yes,3,1,Yes,3,No,No,No,3,3,2,Yes,No,No,2,No,Maybe,no,Yes,NO,Yes,Yes,yes,Negligable,2,4,3,3,Yes,2,5,3,4,Yes,1,3
STU211,2085,22.74,0,3996,23.03,20.234,664.4288364,2.799226718,0.002665968,0.233878939,6.02929101,45.28056297,0.572546225,0.305737038,3.537623501,22.875,60.3,21.63333333,134.8,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU211,2095,22.8892,0,3996,19.5166666,20.204,660.4429596,2.797013645,0.002689837,0.23483767,6.075929642,45.40698738,0.567247453,0.305377665,3.610233903,22.81,60.325,21.6,134.7,,Occ01,Age01,Hight04,Wieg01,Working,Dress_364,Period_04,No,3,3,3,3,No,No,No,3,3,4,No,No,Yes,4,No,Yes,maybe,Yes,NO,No,No,yes,Negligable,1,5,4,3,No,5,4,2,2,Yes,1,1
STU211,2105,23.0383,0,3996,24.94000019,20.231,651.7530137,2.82403379,0.002650255,0.235832503,6.020188665,45.48482323,0.531278233,0.311357303,3.692558265,22.8325,60.37,21.33333333,136.4,,Occ01,Age01,Hight03,Wieg01,Walking,Dress_365,Period_03,Maybe,3,3,No,2,Maybe,No,No,4,5,3,Yes,Maybe,No,3,Yes,Yes,no,Yes,NO,Maybe,Yes,yes,LittleWindy,1,1,2,3,Yes,5,5,5,5,Yes,1,2
STU211,2115,23.1875,0,3996,27.45666641,20.201,647.4770256,2.863658848,0.002650169,0.238836501,5.969647074,45.66954079,0.581789689,0.305377665,3.155767441,22.7525,60.44,21.3,136.4,,Occ01,Age01,Hight04,Wieg05,Working,Dress_365,Period_03,Yes,3,1,3,2,Yes,No,No,2,3,3,Yes,No,No,1,No,No,no,Yes,NO,Yes,Yes,yes,LittleWindy,3,5,4,2,No,3,4,1,3,Yes,1,1
STU211,2125,23.3367,0,3996,24.45500019,20.211,636.4788412,2.858872843,0.002690008,0.237487783,5.955576229,45.70841179,0.599752526,0.293957448,2.921746302,22.9425,60.59,21.73333333,133.5,,Occ02,Age01,Hight03,Wieg02,Walking,Dress_364,Period_04,No,3,3,2,4,No,No,No,3,2,3,Yes,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,4,3,4,3,No,3,5,4,3,Yes,3,3
STU211,2135,23.4858,0,3996,40.10333378,20.196,610.1327253,2.841175089,0.002666139,0.237836096,6.024755287,45.65983734,0.562638378,0.311357303,3.392597079,22.9,60.62,22,134.5,,Occ01,Age01,Hight03,Wieg02,Walking,Dress_206,Period_03,Yes,1,3,Yes,3,Yes,No,No,5,5,4,Maybe,Yes,Yes,2,No,Maybe,yes,Yes,NO,Maybe,Yes,yes,Negligable,5,5,5,5,No,2,1,1,1,Yes,1,1
STU211,2145,23.635,0,3996,48.74833359,20.204,603.0925699,2.81897923,0.002690007,0.235849206,6.062230253,45.47513657,0.587807436,0.311177616,3.145429611,22.875,60.67,21.8,135.3,,Occ01,Age01,Hight04,Wieg04,Walking,Dress_365,Period_03,No,3,3,4,3,No,No,No,3,3,5,Maybe,Yes,Yes,3,No,No,no,Maybe,NO,Maybe,Yes,yes,Negligable,3,4,5,3,No,3,5,4,3,Yes,3,3
STU211,2155,23.7842,0,3987.3,35.29666679,20.205,590.7796729,2.779795179,0.002705807,0.233212891,6.057308388,45.30006561,0.57928515,0.308367484,3.221278,22.945,60.745,21.66666667,135.9,,Occ02,Age02,Hight04,Wieg04,Stall,Dress_364,Period_03,No,2,3,No,2,No,No,No,2,3,3,Yes,No,No,3,No,Yes,no,No,NO,Maybe,Yes,yes,Negligable,4,4,5,2,No,2,2,3,2,Yes,1,2
STU211,2165,23.9333,0,3939.6,19.925,20.216,582.9636329,2.794307308,0.002697992,0.23553427,6.104024553,45.24167175,0.540830803,0.30854717,3.620571733,22.8675,60.8,21.66666667,134.9,,Occ01,Age01,Hight04,Wieg03,Stall,Dress_192,Period_02,Yes,4,4,No,3,No,No,No,3,4,5,Yes,No,No,2,No,Maybe,no,No,NO,No,Yes,yes,LittleWindy,4,4,3,5,No,1,1,4,3,Yes,5,5
STU211,2175,0.0825,0,3931,19.34833321,20.23,582.1087828,2.820791955,0.002697907,0.238844833,6.066641998,45.49452248,0.580000286,0.323697104,3.695366764,22.8175,60.81,21.53333333,134.8,,Occ01,Age01,Hight01,Wieg05,Sleeping,Dress_364,Period_03,Yes,1,3,2,2,Yes,Maybe,No,5,3,2,Yes,Yes,Yes,2,No,Maybe,yes,Yes,NO,Maybe,Yes,yes,Negligable,1,5,5,3,No,2,1,1,1,Yes,1,1
