,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
bodyActivityTransformed[18],0.111105,0.00268218,0.0434962,0.0488948,0.106602,0.191066,262.983,17.4937,1.00344
bodyActivityTransformed[19],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[20],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[21],0.111105,0.00268218,0.0434962,0.0488948,0.106602,0.191066,262.983,17.4937,1.00344
bodyActivityTransformed[22],0.352723,0.00490474,0.0699714,0.238246,0.351427,0.470809,203.521,13.5383,1.01619
bodyActivityTransformed[23],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[24],0.111105,0.00268218,0.0434962,0.0488948,0.106602,0.191066,262.983,17.4937,1.00344
bodyActivityTransformed[25],0.111105,0.00268218,0.0434962,0.0488948,0.106602,0.191066,262.983,17.4937,1.00344
bodyActivityTransformed[26],0.06551,0.00210098,0.034859,0.020317,0.059102,0.135195,275.288,18.3122,1.01829
bodyActivityTransformed[27],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[28],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[29],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[30],0.0906342,0.00359844,0.0423957,0.032435,0.0855799,0.16961,138.808,9.23357,1.01214
bodyActivityTransformed[31],0.352723,0.00490474,0.0699714,0.238246,0.351427,0.470809,203.521,13.5383,1.01619
bodyActivityTransformed[32],0.352723,0.00490474,0.0699714,0.238246,0.351427,0.470809,203.521,13.5383,1.01619
bodyActivityTransformed[33],0.0446302,0.00192285,0.0296233,0.00769834,0.0385267,0.102279,237.343,15.7881,1.01362
bodyActivityTransformed[34],0.06551,0.00210098,0.034859,0.020317,0.059102,0.135195,275.288,18.3122,1.01829
bodyActivityTransformed[35],0.352723,0.00490474,0.0699714,0.238246,0.351427,0.470809,203.521,13.5383,1.01619
bodyActivityTransformed[36],0.352723,0.00490474,0.0699714,0.238246,0.351427,0.470809,203.521,13.5383,1.01619
bodyActivityTransformed[37],0.335398,0.00392175,0.06944,0.226714,0.333051,0.453203,313.516,20.8552,1.00367
bodyActivityTransformed[38],0.352723,0.00490474,0.0699714,0.238246,0.351427,0.470809,203.521,13.5383,1.01619
bodyActivityTransformed[39],0.0906342,0.00359844,0.0423957,0.032435,0.0855799,0.16961,138.808,9.23357,1.01214
nigaThermalTransformed[1],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[2],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[3],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[4],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[5],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[6],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[7],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[8],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[9],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[10],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[11],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[12],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[13],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[14],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[15],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[16],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[17],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[18],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[19],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[20],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[21],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[22],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[23],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[24],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[25],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[26],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[27],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[28],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[29],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[30],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[31],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[32],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[33],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[34],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[35],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[36],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[37],0.518872,0.00512026,0.0753409,0.391972,0.523354,0.634659,216.509,14.4023,1.02114
nigaThermalTransformed[38],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
nigaThermalTransformed[39],0.481128,0.00512026,0.0753409,0.364926,0.476681,0.607821,216.509,14.4023,1.02114
clothLayerTransformed[1],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[2],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[3],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[4],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[5],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[6],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[7],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[8],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[9],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[10],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[11],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[12],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[13],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[14],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[15],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[16],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[17],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[18],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[19],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[20],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[21],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[22],0.0870549,0.0027268,0.0406469,0.0331066,0.0806953,0.164857,222.202,14.781,1.01691
clothLayerTransformed[23],0.0870549,0.0027268,0.0406469,0.0331066,0.0806953,0.164857,222.202,14.781,1.01691
clothLayerTransformed[24],0.0870549,0.0027268,0.0406469,0.0331066,0.0806953,0.164857,222.202,14.781,1.01691
clothLayerTransformed[25],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[26],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[27],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[28],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[29],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[30],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[31],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[32],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
clothLayerTransformed[33],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[34],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[35],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[36],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[37],0.45254,0.00646173,0.0763527,0.324383,0.454491,0.57946,139.621,9.28765,1.02488
clothLayerTransformed[38],0.214969,0.0065264,0.0654519,0.121,0.210232,0.335043,100.577,6.69039,1.04427
clothLayerTransformed[39],0.222627,0.00428963,0.0618245,0.135223,0.217952,0.335166,207.721,13.8177,1.0231
lightControlTransformed[1],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[2],0.122546,0.00277013,0.048372,0.0543669,0.116113,0.211343,304.922,20.2835,1.01588
lightControlTransformed[3],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[4],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[5],0.122546,0.00277013,0.048372,0.0543669,0.116113,0.211343,304.922,20.2835,1.01588
lightControlTransformed[6],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[7],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[8],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[9],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[10],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[11],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[12],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[13],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[14],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[15],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[16],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[17],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[18],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[19],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[20],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[21],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[22],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[23],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[24],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[25],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[26],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[27],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[28],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[29],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[30],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[31],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[32],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[33],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[34],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[35],0.122546,0.00277013,0.048372,0.0543669,0.116113,0.211343,304.922,20.2835,1.01588
lightControlTransformed[36],0.122546,0.00277013,0.048372,0.0543669,0.116113,0.211343,304.922,20.2835,1.01588
lightControlTransformed[37],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[38],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
lightControlTransformed[39],0.877454,0.00277013,0.048372,0.787842,0.883899,0.945565,304.922,20.2835,1.01588
luminaireOFFTransformed[1],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[2],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[3],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[4],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[5],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[6],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[7],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[8],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[9],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[10],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[11],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[12],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[13],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[14],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[15],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[16],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[17],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[18],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[19],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[20],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[21],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[22],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[23],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[24],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[25],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[26],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[27],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[28],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[29],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[30],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[31],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[32],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[33],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[34],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[35],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[36],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[37],0.21911,0.00434186,0.0648179,0.120741,0.2168,0.330816,222.863,14.8249,1.01968
luminaireOFFTransformed[38],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
luminaireOFFTransformed[39],0.78089,0.00434186,0.0648179,0.66913,0.7832,0.879234,222.863,14.8249,1.01968
BlindOFFTransformed[1],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[2],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[3],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[4],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[5],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[6],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[7],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[8],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[9],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[10],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[11],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[12],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[13],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[14],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[15],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[16],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[17],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[18],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[19],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[20],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[21],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[22],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[23],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[24],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[25],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[26],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[27],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[28],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[29],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[30],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[31],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[32],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[33],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[34],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[35],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[36],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[37],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
BlindOFFTransformed[38],0.538921,0.00604078,0.0793895,0.401009,0.542832,0.664194,172.719,11.4893,1.00627
BlindOFFTransformed[39],0.461079,0.00604078,0.0793895,0.335806,0.457198,0.598616,172.719,11.4893,1.00627
daylightTransformed[1],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[2],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[3],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[4],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[5],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[6],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[7],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[8],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[9],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[10],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[11],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[12],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[13],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[14],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[15],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[16],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[17],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[18],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[19],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[20],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[21],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[22],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
