,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
daylightTransformed[23],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[24],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[25],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[26],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[27],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[28],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[29],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[30],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[31],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[32],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[33],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[34],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[35],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[36],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[37],0.195824,0.0042816,0.0618658,0.102652,0.192098,0.304091,208.78,13.8881,1.03062
daylightTransformed[38],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
daylightTransformed[39],0.804176,0.0042816,0.0618658,0.695627,0.807965,0.897324,208.78,13.8881,1.03062
nigaLightQuaTransformed[1],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[2],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[3],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[4],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[5],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[6],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[7],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[8],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[9],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[10],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[11],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[12],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[13],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[14],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[15],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[16],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[17],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[18],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[19],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[20],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[21],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[22],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[23],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[24],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[25],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[26],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[27],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[28],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[29],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[30],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[31],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[32],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[33],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[34],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[35],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[36],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[37],0.343164,0.00786853,0.0757869,0.21079,0.341587,0.47035,92.7687,6.171,1.01322
nigaLightQuaTransformed[38],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
nigaLightQuaTransformed[39],0.656836,0.00786853,0.0757869,0.529275,0.658428,0.789181,92.7687,6.171,1.01322
backgNoiseTransformed[1],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[2],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[3],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[4],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[5],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[6],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[7],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[8],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[9],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[10],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[11],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[12],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[13],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[14],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[15],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[16],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[17],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[18],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[19],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[20],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[21],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[22],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[23],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[24],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[25],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[26],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[27],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[28],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[29],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[30],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[31],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[32],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[33],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
backgNoiseTransformed[34],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[35],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[36],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[37],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[38],0.724125,0.00441488,0.0727561,0.60374,0.726594,0.83904,271.582,18.0657,1.01289
backgNoiseTransformed[39],0.275875,0.00441488,0.0727561,0.160832,0.27342,0.396115,271.581,18.0657,1.01289
nigaNoiseTransformed[1],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[2],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[3],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[4],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[5],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[6],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[7],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[8],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[9],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[10],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[11],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[12],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[13],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[14],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[15],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[16],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[17],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[18],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[19],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[20],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[21],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[22],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[23],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[24],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[25],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[26],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[27],0.315422,0.0036162,0.0703411,0.205878,0.311219,0.437384,378.368,25.1691,1.01515
nigaNoiseTransformed[28],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[29],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[30],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[31],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[32],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[33],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[34],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[35],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[36],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[37],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[38],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
nigaNoiseTransformed[39],0.684578,0.0036162,0.0703411,0.5624,0.688781,0.794104,378.368,25.1691,1.01515
outNoiseTransformed[1],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[2],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[3],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[4],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[5],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[6],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[7],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[8],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[9],0.151193,0.0034783,0.0540995,0.0726584,0.145072,0.25032,241.909,16.0919,1.03523
outNoiseTransformed[10],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[11],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[12],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[13],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[14],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[15],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[16],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[17],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[18],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[19],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[20],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[21],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[22],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[23],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[24],0.151193,0.0034783,0.0540995,0.0726584,0.145072,0.25032,241.909,16.0919,1.03523
outNoiseTransformed[25],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[26],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[27],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[28],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[29],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[30],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[31],0.151193,0.0034783,0.0540995,0.0726584,0.145072,0.25032,241.909,16.0919,1.03523
outNoiseTransformed[32],0.151193,0.0034783,0.0540995,0.0726584,0.145072,0.25032,241.909,16.0919,1.03523
outNoiseTransformed[33],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[34],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[35],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[36],0.151193,0.0034783,0.0540995,0.0726584,0.145072,0.25032,241.909,16.0919,1.03523
outNoiseTransformed[37],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[38],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
outNoiseTransformed[39],0.848807,0.0034783,0.0540995,0.749415,0.855004,0.927304,241.909,16.0919,1.03523
odorTransformed[1],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[2],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[3],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[4],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[5],0.0971172,0.00542329,0.0485671,0.0339088,0.0889447,0.191971,80.1974,5.33475,1.03855
odorTransformed[6],0.0971172,0.00542329,0.0485671,0.0339088,0.0889447,0.191971,80.1974,5.33475,1.03855
odorTransformed[7],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[8],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[9],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[10],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[11],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[12],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[13],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[14],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[15],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[16],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[17],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[18],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[19],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[20],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[21],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[22],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[23],0.0971172,0.00542329,0.0485671,0.0339088,0.0889447,0.191971,80.1974,5.33475,1.03855
odorTransformed[24],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[25],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[26],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[27],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[28],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[29],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[30],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[31],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[32],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[33],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[34],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[35],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[36],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[37],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[38],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorTransformed[39],0.902883,0.00542329,0.0485672,0.807446,0.911081,0.966089,80.1973,5.33475,1.03855
odorUsuallyTransformed[1],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[2],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[3],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[4],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[5],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[6],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[7],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[8],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[9],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[10],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[11],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[12],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[13],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[14],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[15],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[16],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[17],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[18],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[19],0.193269,0.00471342,0.0594927,0.100961,0.187849,0.30413,159.314,10.5976,1.02262
odorUsuallyTransformed[20],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[21],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[22],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[23],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[24],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
odorUsuallyTransformed[25],0.806731,0.00471342,0.0594926,0.695657,0.812184,0.898932,159.314,10.5976,1.02262
