,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
AcousComfort[98],2.77776,2.98895,4.24656,-0.630644,0.74825,10.2184,2.01853,0.0258227,23.2123
AcousComfort[99],2.34576,3.12545,4.44374,-1.79964,0.688614,10.3521,2.02149,0.0258605,14.6094
AcousComfort[100],0.780749,2.36129,3.35149,-3.15499,-0.0673842,6.28283,2.01455,0.0257718,16.9856
AcousComfort_std,1.6311,0.3428,0.4907,1.1487,1.463,2.4913,2.0495,0.0262,7.0867
lpg_error,0.3364,0.0049,0.0162,0.3066,0.3377,0.3632,11.0071,0.1408,1.6494
lpg_mu,3.3456,0.0022,0.0224,3.3087,3.345,3.3836,99.9645,1.2788,1.0593
alcohol_mu,0.0623,0.0045,0.0067,0.0503,0.0644,0.0713,2.2725,0.0291,3.8652
alcohol_error,0.0639,0.0051,0.0076,0.0564,0.0608,0.0807,2.2229,0.0284,5.5895
nitric_mu,0.0927,0.0022,0.0052,0.0848,0.092,0.1012,5.4448,0.0697,1.9452
nitric_error,0.0506,0.0018,0.0035,0.0452,0.0505,0.0574,3.7013,0.0474,2.2069
ch2o_mu,0.1624,0.0011,0.0042,0.1553,0.1626,0.1696,14.1093,0.1805,1.4655
ch2o_error,0.0724,0.0012,0.0018,0.0695,0.0726,0.0748,2.5358,0.0324,2.8845
voc_mu,10.0209,0.0051,0.011,10.0079,10.0179,10.0434,4.6061,0.0589,1.8899
voc_error,3.6069,0.1199,0.2071,3.2539,3.6595,3.9184,2.9819,0.0381,2.6777
methane_mu,1.8258,0.0299,0.0512,1.7378,1.8302,1.9065,2.9214,0.0374,2.0399
methane_error,0.4304,0.0318,0.0472,0.361,0.4186,0.5119,2.2019,0.0282,3.7745
odorAlfa,0.9837,0.0011,0.0017,0.9807,0.9841,0.9863,2.3838,0.0305,3.0476
vocCons[1],9.02227,0.652839,0.934788,7.53572,9.27229,10.0401,2.05029,0.0262289,7.26285
vocCons[2],-1.6176,0.40184,0.578516,-2.64583,-1.42197,-1.00115,2.07264,0.0265148,6.02492
vocCons[3],-2.54762,0.26826,0.474404,-3.07766,-2.63443,-1.88262,3.1274,0.0400082,2.36371
vocCons[4],-2.3111,0.43195,0.660879,-3.60549,-2.31535,-1.34191,2.34087,0.0299463,4.0325
vocCons[5],-1.83922,0.343326,0.529812,-2.60135,-1.82789,-0.989307,2.38139,0.0304646,4.07225
vocCons[6],-2.17753,0.602836,0.8727,-3.54068,-1.78673,-1.1725,2.09571,0.02681,7.26772
vocCons[7],9.15303,0.406294,0.58382,8.40128,9.08678,10.1069,2.0648,0.0264145,6.676
vocCons[8],-1.37277,0.34785,0.494852,-2.1083,-1.35931,-0.659857,2.0238,0.0258901,12.986
vocCons[9],-2.01388,0.249624,0.366837,-2.61519,-1.9092,-1.49542,2.1596,0.0276273,4.07454
vocCons[10],-1.97192,0.356944,0.517197,-2.58661,-2.14112,-1.15373,2.09948,0.0268582,5.05269
vocCons[11],-1.72238,0.293912,0.512769,-2.37446,-1.85489,-0.71534,3.04375,0.0389381,2.27613
vocCons[12],-1.81665,0.443361,0.695922,-2.89313,-1.66975,-0.514651,2.46381,0.031519,3.4249
vocCons[13],10.0846,0.545389,0.810179,8.60487,10.4313,10.8887,2.20672,0.0282302,3.97197
vocCons[14],-1.92763,0.279063,0.604139,-2.66885,-1.94103,-0.815709,4.68671,0.0599562,1.87979
vocCons[15],-1.88802,0.52894,0.772105,-2.74431,-2.20714,-0.684834,2.13079,0.0272587,4.88169
vocCons[16],-1.92279,0.295907,0.534497,-3.01173,-1.90534,-1.17844,3.26271,0.0417392,1.77048
vocCons[17],10.7509,0.330345,0.480783,10.1357,10.8363,11.5369,2.11818,0.0270974,5.40715
vocCons[18],-2.18122,0.157039,0.255576,-2.61576,-2.12398,-1.83507,2.64865,0.0338836,2.56807
vocCons[19],-1.48291,0.32278,0.533668,-2.35983,-1.63748,-0.687516,2.73356,0.0349699,2.61097
vocCons[20],-2.16829,0.276674,0.437193,-2.6996,-2.28883,-1.46064,2.49694,0.0319429,2.65741
vocCons[21],-1.75708,0.699511,0.997061,-3.13623,-1.87618,-0.22732,2.03167,0.0259908,16.1876
vocCons[22],-2.07368,0.339326,0.512978,-3.11356,-2.0674,-1.36371,2.28541,0.0292368,3.18899
vocCons[23],-2.40138,0.471803,0.704751,-3.1382,-2.74508,-1.12988,2.23126,0.0285441,3.87219
vocCons[24],-2.24709,0.385547,0.55354,-2.82351,-2.3673,-1.11926,2.06132,0.02637,8.28153
vocCons[25],-1.94729,0.239397,0.394681,-2.49229,-2.01422,-1.29062,2.71802,0.0347711,2.8674
vocCons[26],-2.01348,0.485213,0.70536,-3.5186,-1.68421,-1.44733,2.11328,0.0270347,5.4436
vocCons[27],-2.62495,0.460449,0.704566,-3.65548,-2.60422,-1.46738,2.34143,0.0299534,3.94899
vocCons[28],-1.86488,0.552343,0.784926,-2.99322,-1.5441,-0.80758,2.01948,0.0258348,15.0417
vocCons[29],-1.95616,0.276365,0.435754,-2.54049,-1.91965,-1.25039,2.4861,0.0318041,2.52619
vocCons[30],12.247,0.328804,0.494407,11.4684,12.1825,12.9962,2.26097,0.0289242,3.84446
vocCons[31],-1.41414,0.171452,0.277514,-1.81578,-1.48533,-0.804368,2.61991,0.0335159,4.17716
vocCons[32],-1.83135,0.35639,0.534608,-2.59901,-1.96723,-1.01513,2.25019,0.0287863,3.23945
vocCons[33],-1.8735,0.399866,0.633148,-2.82445,-1.85962,-0.814135,2.50715,0.0320735,3.85146
vocCons[34],-1.15503,0.272231,0.569895,-2.00751,-1.27496,0.00144161,4.38243,0.0560636,1.93296
vocCons[35],-2.01398,0.218385,0.358657,-2.55478,-2.03258,-1.22053,2.6972,0.0345047,2.65981
vocCons[36],-2.15692,0.145202,0.269718,-2.45784,-2.17213,-1.75058,3.45043,0.0441406,2.59386
vocCons[37],-2.05977,0.250041,0.397338,-2.6281,-2.06846,-1.49433,2.52522,0.0323047,2.88563
vocCons[38],-1.86014,0.485693,0.696407,-2.70521,-2.00328,-0.714306,2.0559,0.0263007,7.14641
vocCons[39],-1.90569,0.212073,0.377837,-2.35145,-1.9272,-1.38332,3.17423,0.0406073,1.92605
vocCons[40],-1.92932,0.456101,0.670519,-2.90516,-1.87567,-1.00742,2.16123,0.0276482,4.16762
vocCons[41],-2.25523,0.39976,0.596753,-3.34171,-2.26903,-1.53759,2.22839,0.0285073,3.42402
vocCons[42],-2.24447,0.34186,0.494597,-2.88913,-1.94949,-1.48273,2.09318,0.0267776,9.70172
vocCons[43],-2.0887,0.419115,0.629566,-3.15742,-1.80677,-1.41569,2.2564,0.0288657,4.60954
vocCons[44],-2.1119,0.258934,0.391468,-2.56853,-2.27451,-1.40327,2.28566,0.02924,3.45133
vocCons[45],-2.16035,0.356281,0.55275,-2.99882,-2.01327,-1.23909,2.40697,0.0307919,4.41492
vocCons[46],-2.13107,0.363345,0.572906,-2.86712,-2.16013,-1.39423,2.48615,0.0318049,2.49156
vocCons[47],-2.28458,0.4423,0.657996,-3.22776,-2.20227,-1.29108,2.21316,0.0283125,6.4391
vocCons[48],-2.15166,0.220516,0.441952,-2.86939,-2.0757,-1.59896,4.01669,0.0513846,1.64653
vocCons[49],-2.34658,0.419936,0.627732,-3.05335,-2.37368,-1.13473,2.23451,0.0285856,4.05491
vocCons[50],-2.39056,0.309926,0.446046,-3.21932,-2.227,-1.88228,2.07131,0.0264978,6.5002
vocCons[51],-2.07362,0.253365,0.36346,-2.39086,-2.24603,-1.4234,2.05789,0.0263261,8.2283
vocCons[52],-2.70637,0.483676,0.713843,-3.56253,-2.83741,-1.55697,2.1782,0.0278652,4.06253
vocCons[53],-1.6064,0.344932,0.496119,-2.23965,-1.31476,-0.971864,2.06874,0.0264649,8.57236
vocCons[54],-2.05059,0.288166,0.431544,-2.70754,-1.86362,-1.50638,2.24268,0.0286901,5.62755
vocCons[55],-1.71068,0.435088,0.633772,-2.75832,-1.5581,-0.819455,2.12184,0.0271443,5.49343
vocCons[56],-1.73916,0.251055,0.369821,-2.26776,-1.79134,-1.03764,2.16992,0.0277593,4.9549
vocCons[57],8.97747,0.45299,0.668314,7.79462,9.12002,9.86394,2.17663,0.0278452,3.80592
vocCons[58],-2.14361,0.372723,0.595666,-2.9951,-2.07566,-1.2995,2.55407,0.0326737,2.34443
vocCons[59],-2.78208,0.328412,0.482187,-3.64593,-2.55946,-2.28219,2.15572,0.0275777,4.32259
vocCons[60],-2.12901,0.384121,0.556538,-2.81764,-2.0775,-1.38102,2.0992,0.0268546,5.26672
vocCons[61],-1.89318,0.454406,0.645209,-2.70975,-1.94984,-0.880056,2.01611,0.0257917,16.1607
vocCons[62],-1.90379,0.244898,0.476657,-2.50278,-2.03327,-0.914319,3.78827,0.0484626,2.97875
vocCons[63],-1.83499,0.292358,0.440148,-2.34359,-1.9686,-0.980244,2.26656,0.0289956,3.84955
vocCons[64],-2.34716,0.498341,0.728991,-3.38227,-2.24096,-1.00908,2.13989,0.0273752,4.31293
vocCons[65],-1.67837,0.5518,0.806648,-3.01152,-1.80692,-0.474218,2.137,0.0273382,9.9764
vocCons[66],-2.25378,0.181394,0.297062,-2.69924,-2.13283,-1.85295,2.68194,0.0343095,2.11466
vocCons[67],-2.82672,0.171727,0.289996,-3.19581,-2.8866,-2.16817,2.85171,0.0364814,2.5482
vocCons[68],-2.27605,0.274764,0.461924,-3.11645,-2.37148,-1.51301,2.82633,0.0361567,3.19202
vocCons[69],-2.15405,0.338464,0.503687,-2.94805,-2.01407,-1.33031,2.2146,0.028331,5.24948
vocCons[70],-1.70055,0.326687,0.558851,-2.87229,-1.4722,-1.10339,2.92636,0.0374363,2.91609
vocCons[71],-2.17019,0.410806,0.609545,-3.0681,-2.1406,-1.0742,2.2016,0.0281647,3.57027
vocCons[72],-2.16006,0.18905,0.285456,-2.50429,-2.26241,-1.64463,2.27994,0.0291668,3.47987
vocCons[73],9.09485,0.511997,0.762181,7.9559,8.96094,10.5196,2.21606,0.0283496,4.48404
vocCons[74],-1.65353,0.310808,0.463228,-2.4398,-1.62885,-1.03497,2.22129,0.0284165,5.772
vocCons[75],-1.94812,0.27963,0.409306,-2.54958,-2.03112,-1.40724,2.14255,0.0274092,6.64853
vocCons[76],-1.89866,0.267713,0.410856,-2.73822,-1.73078,-1.44924,2.35527,0.0301304,3.32618
vocCons[77],-2.38373,0.399856,0.580553,-3.35924,-2.39577,-1.52748,2.10803,0.0269675,6.09102
vocCons[78],-2.4862,0.581779,0.830796,-3.88622,-2.38864,-1.26829,2.03926,0.0260879,8.47565
vocCons[79],-2.01407,0.626805,0.913029,-3.83842,-1.80035,-1.10552,2.1218,0.0271437,7.90118
vocCons[80],-2.00734,0.176734,0.320333,-2.50862,-1.96315,-1.39067,3.28522,0.0420272,2.02518
vocCons[81],-2.18478,0.447689,0.707728,-3.14931,-2.01998,-1.36613,2.49907,0.0319701,3.3361
vocCons[82],-2.23519,0.336787,0.485473,-2.78224,-2.25082,-1.44039,2.07788,0.0265818,5.58935
vocCons[83],-1.17738,0.522231,0.754386,-2.25595,-1.38942,-0.095423,2.08671,0.0266948,6.1879
vocCons[84],-1.97686,0.409415,0.591126,-2.69277,-1.996,-1.14965,2.08465,0.0266685,5.52365
vocCons[85],-2.61504,0.367576,0.537308,-3.42136,-2.69051,-1.7324,2.13674,0.0273349,5.28695
vocCons[86],-1.95089,0.472889,0.685788,-3.03548,-2.11297,-0.781764,2.1031,0.0269046,6.20766
vocCons[87],-2.07125,0.296249,0.448845,-2.78116,-1.95355,-1.49519,2.2955,0.0293659,3.24057
vocCons[88],9.38254,0.431604,0.6233,8.52535,9.3708,10.4594,2.08556,0.0266801,5.35225
vocCons[89],-2.00957,0.263263,0.478679,-3.34554,-1.83409,-1.65084,3.30605,0.0422936,2.1641
vocCons[90],-2.2191,0.281988,0.416979,-2.93241,-2.30873,-1.53358,2.18659,0.0279726,5.72752
vocCons[91],-1.9932,0.38956,0.578227,-2.66985,-2.13487,-1.03728,2.20317,0.0281847,5.00839
vocCons[92],-2.87324,0.375489,0.563189,-3.84289,-2.82474,-2.09588,2.24965,0.0287793,3.41699
vocCons[93],-2.34222,0.466853,0.69251,-3.69426,-2.21315,-1.36571,2.20035,0.0281486,3.56579
vocCons[94],-2.48875,0.409348,0.608846,-3.40104,-2.49605,-1.70524,2.21223,0.0283005,5.16415
vocCons[95],-2.42953,0.620814,0.89261,-3.39771,-2.20261,-1.02679,2.06728,0.0264464,7.06068
vocCons[96],10.6384,0.375689,0.593115,9.74824,10.4552,11.5321,2.49242,0.031885,2.50159
vocCons[97],-2.68147,0.590086,0.847145,-3.77089,-2.04239,-1.56021,2.06103,0.0263663,8.39119
vocCons[98],-1.74518,0.172772,0.292091,-2.15299,-1.7914,-1.28272,2.85819,0.0365642,2.6389
vocCons[99],-1.95777,0.204759,0.305084,-2.47235,-1.84936,-1.61507,2.21999,0.0283998,3.70568
vocCons[100],-2.23711,0.700297,1.00905,-3.542,-2.60264,-0.696808,2.07617,0.02656,7.93678
vocCons_std,1.44912,0.00022,0.00033,1.44882,1.44897,1.44979,2.28597,0.02924,4.34334
vocCons_shape,1.47887,0.14988,0.22173,1.26566,1.36261,1.89631,2.18868,0.028,3.8381
co2_error,112.55605,6.68064,9.67353,96.3541,114.137,125.493,2.09669,0.02682,5.27897
co2_mu,700.00086,1e-05,0.00058,700.0,700.001,700.002,2000.0,25.58559,4.51777
o2_error,0.30835,0.00537,0.01363,0.28725,0.30778,0.33315,6.44899,0.0825,1.71068
o2_mu,20.00212,0.00162,0.00234,20.0001,20.001,20.007,2.09001,0.02674,8.69881
co_mu,5.00261,0.00144,0.00229,5.00027,5.00196,5.00792,2.53184,0.03239,2.53918
co_error,2.32835,0.06525,0.11504,2.18628,2.27839,2.51198,3.10855,0.03977,3.28072
h2_mu,40.00019,0.0,0.00014,40.0,40.0002,40.0004,2000.0,25.58559,2.71056
h2_error,0.99996,1e-05,2e-05,0.99994,0.99996,0.99999,2.14131,0.02739,4.53147
airQuality[1],80.1774,1.17987,3.7269,76.7584,79.1948,88.5345,9.97769,0.127642,1.28189
airQuality[2],81.5644,0.541092,2.82146,78.0786,81.3632,86.6899,27.1897,0.347833,1.05686
airQuality[3],80.732,5.49027,8.281,63.7026,82.7953,90.7146,2.27498,0.0291034,3.83971
airQuality[4],82.2215,1.3476,3.11022,79.168,81.2139,89.2696,5.32669,0.0681433,1.41864
airQuality[5],86.5343,5.63864,8.20994,78.4742,82.5146,102.808,2.11998,0.0271205,4.84847
airQuality[6],85.0211,4.01091,5.90517,78.661,82.4462,95.7392,2.16759,0.0277296,4.14974
airQuality[7],82.2609,9.11089,13.2256,60.5451,83.9441,103.676,2.10721,0.0269571,5.62224
airQuality[8],79.932,0.927169,2.30832,75.5026,80.2192,83.1119,6.19833,0.0792939,1.61337
airQuality[9],65.7621,25.6782,36.3909,3.21099,80.5379,99.8748,2.00843,0.0256934,34.1172
airQuality[10],65.4427,25.4596,36.0883,3.30004,82.0838,95.5325,2.00922,0.0257035,37.4629
airQuality[11],83.2936,2.97884,4.51008,76.7971,81.9,91.5918,2.29231,0.029325,3.5408
airQuality[12],80.399,2.06462,4.15371,70.1728,81.4424,85.281,4.04756,0.0517796,2.47796
airQuality[13],83.1184,2.12336,3.92734,75.9452,83.3752,88.7537,3.42098,0.0437638,1.94241
airQuality[14],81.1718,4.94364,7.30485,65.9676,82.6107,89.0355,2.18338,0.0279315,5.13785
airQuality[15],84.1091,2.32074,3.7527,79.2677,82.953,91.2703,2.61479,0.0334505,2.57244
airQuality[16],84.8793,1.19999,3.99665,78.6747,84.2607,92.8794,11.0928,0.141908,1.37199
airQuality[17],81.7448,1.48738,3.04744,76.9969,81.089,86.5046,4.19788,0.0537026,1.54192
airQuality[18],73.3216,19.5861,27.7933,24.657,81.4501,102.964,2.01364,0.0257601,20.4734
airQuality[19],81.5125,2.28865,4.01777,73.6437,83.111,85.9175,3.08185,0.0394254,2.46774
airQuality[20],77.4753,1.98989,3.88017,69.9039,76.9183,82.6903,3.80225,0.0486414,1.83271
airQuality[21],76.3686,5.90809,8.88146,61.5306,79.2639,87.8199,2.25982,0.0289094,6.00011
airQuality[22],84.6316,3.35058,5.09223,78.8074,82.2058,93.8217,2.30981,0.0295489,3.63811
airQuality[23],85.2221,2.62788,4.29198,78.3362,84.4791,92.3977,2.66751,0.0341249,3.0251
airQuality[24],80.6242,5.10397,7.48039,65.5554,82.5979,90.4569,2.14799,0.0274788,5.16303
airQuality[25],87.0525,3.86626,6.47295,78.8695,86.1945,101.703,2.803,0.0358582,2.97076
airQuality[26],85.9835,2.59181,5.17408,79.6767,84.8781,93.7389,3.9853,0.0509831,1.5614
airQuality[27],83.4201,2.1481,4.24822,78.5762,81.9012,93.7981,3.91115,0.0500345,2.68541
airQuality[28],85.677,1.21022,3.60704,80.2138,86.1399,91.2287,8.88326,0.113642,1.4709
airQuality[29],85.5072,4.84816,7.10511,75.648,83.3011,98.3585,2.14777,0.027476,3.98083
airQuality[30],83.1376,0.866468,2.22813,80.6197,82.5897,87.6011,6.61264,0.0845941,1.80958
airQuality[31],82.3994,1.77806,3.67315,76.5646,82.4352,91.2266,4.26759,0.0545944,1.72798
airQuality[32],79.9551,12.3848,18.2015,41.2758,84.3602,102.624,2.1599,0.0276311,6.27964
airQuality[33],82.7555,4.84559,7.46952,66.6865,83.384,91.6141,2.37625,0.0303989,4.99296
airQuality[34],81.7324,1.56097,3.91178,76.6585,81.2951,89.7242,6.27998,0.0803385,1.68777
airQuality[35],83.7207,4.71835,7.03716,74.7151,81.7258,98.6173,2.22441,0.0284564,4.48531
airQuality[36],82.9348,1.92535,3.83989,76.2231,82.9273,90.3547,3.97756,0.0508842,1.57998
airQuality[37],82.4221,3.99076,6.40165,71.7079,80.6402,92.3406,2.57319,0.0329183,4.15738
airQuality[38],87.005,3.86445,6.431,79.6893,85.7082,102.942,2.76937,0.035428,2.18137
airQuality[39],80.7087,2.29764,4.77507,73.2289,80.3248,90.6595,4.31913,0.0552538,1.81727
airQuality[40],74.9024,8.76224,12.5215,52.3254,80.726,85.2132,2.04213,0.0261245,8.5619
airQuality[41],85.8,3.67,5.81931,78.1932,84.4451,95.5825,2.51426,0.0321644,4.0162
airQuality[42],83.9617,1.85985,3.3765,79.2186,83.9587,89.7142,3.29592,0.0421641,2.02359
airQuality[43],83.4606,1.69593,3.32521,79.267,83.4383,89.6879,3.84432,0.0491797,2.3574
airQuality[44],79.6425,4.28384,6.2624,70.2264,78.7414,90.0218,2.13705,0.0273388,5.12689
airQuality[45],79.523,1.33872,2.45001,75.3996,79.0995,84.2287,3.34933,0.0428473,1.79174
airQuality[46],82.9665,1.94093,4.48082,76.8293,81.8429,91.3104,5.32964,0.068181,2.08369
airQuality[47],82.84,2.91602,4.65486,76.4444,81.6075,91.1681,2.54819,0.0325985,2.69782
airQuality[48],82.3761,1.83481,4.27454,76.3183,81.7538,91.0151,5.42744,0.0694321,2.32098
airQuality[49],85.0477,5.03142,8.70208,76.5223,83.0975,103.841,2.99134,0.0382676,2.09766
airQuality[50],83.6828,2.5245,7.43699,68.1986,82.6914,97.8182,8.67852,0.111023,2.34505
airQuality[51],83.1659,4.48598,6.65365,73.6853,80.7621,94.8226,2.19991,0.028143,3.83857
airQuality[52],77.959,1.59001,3.85193,71.2663,79.3733,82.3827,5.86892,0.0750799,1.50735
airQuality[53],85.5798,1.58999,4.60946,77.5746,85.071,93.1928,8.40455,0.107518,1.29241
airQuality[54],84.2802,3.27288,5.2028,77.8526,82.1175,92.6338,2.52705,0.032328,2.52056
airQuality[55],83.3386,4.03775,6.43226,73.2634,82.6191,97.6286,2.53774,0.0324648,2.82983
airQuality[56],86.6112,3.24696,5.36423,81.5009,84.7103,98.3483,2.72935,0.034916,2.90142
airQuality[57],81.1377,0.738444,2.58041,76.4743,81.5201,84.4559,12.2107,0.156209,1.92064
airQuality[58],85.8712,2.75118,4.63899,79.8518,85.3114,94.318,2.84321,0.0363726,1.93258
airQuality[59],82.0322,2.44013,3.64426,76.8262,82.1085,88.0155,2.23045,0.0285336,3.52605
airQuality[60],83.7564,3.23097,5.56713,76.3811,83.1656,95.0688,2.9689,0.0379805,2.12592
airQuality[61],84.0645,2.69763,4.5625,78.967,81.9167,92.3819,2.86051,0.0365939,2.14838
airQuality[62],77.7258,7.84684,11.5304,59.8983,78.373,100.884,2.15924,0.0276227,4.20305
airQuality[63],87.3706,5.66257,8.42236,76.7804,84.2507,99.0219,2.21228,0.0283013,3.52463
airQuality[64],66.6256,14.5288,20.6798,30.8079,77.5594,82.7801,2.02596,0.0259177,10.8174
airQuality[65],78.0516,2.74557,4.30469,71.0151,78.4342,84.7155,2.4582,0.0314473,2.70529
airQuality[66],80.8135,1.27784,2.35737,77.1478,80.984,84.9487,3.4033,0.0435377,1.63688
airQuality[67],85.8111,3.95449,5.93568,77.3263,84.5702,96.0964,2.253,0.0288221,4.19727
airQuality[68],85.8469,4.06357,6.17428,78.4747,84.5786,97.5841,2.30864,0.029534,3.9393
airQuality[69],72.4834,11.2966,16.1188,41.7789,79.7393,85.1466,2.03595,0.0260455,10.1875
airQuality[70],83.2012,1.78,2.94978,79.25,83.0764,88.3239,2.74624,0.0351321,2.17482
airQuality[71],78.8923,5.1416,7.62053,66.235,80.5228,91.6514,2.19672,0.0281022,3.5469
airQuality[72],82.1203,1.60215,4.21077,73.766,82.4756,87.093,6.90743,0.0883653,1.59288
airQuality[73],77.8521,3.32256,4.96779,70.8159,77.102,85.7715,2.23553,0.0285987,3.50025
airQuality[74],82.886,2.0091,4.50881,75.4015,82.0874,91.0413,5.03639,0.0644296,1.57182
airQuality[75],81.9752,2.38315,4.05407,75.0201,82.2208,89.4636,2.89386,0.0370206,2.04251
airQuality[76],83.0085,2.19074,4.3169,74.1905,83.8067,88.7475,3.88297,0.049674,1.76354
airQuality[77],85.9422,4.21692,6.49518,77.4131,84.1135,98.3236,2.37242,0.0303498,3.00868
airQuality[78],84.2354,1.01555,2.64234,80.6085,83.8678,89.0981,6.76971,0.0866035,1.66093
airQuality[79],81.6641,1.75747,5.50746,71.8041,82.7278,90.2274,9.82035,0.12563,1.80571
airQuality[80],82.1932,0.550984,2.37488,78.2346,82.511,86.2574,18.5784,0.237669,1.38888
airQuality[81],84.0028,3.38925,4.9339,77.6856,83.5165,93.4676,2.11921,0.0271106,5.07156
airQuality[82],85.2524,1.85437,4.54962,79.2338,83.6456,92.9356,6.01945,0.0770056,1.35608
airQuality[83],78.9142,4.86495,6.99371,69.7752,77.8646,91.0705,2.06661,0.0264377,6.92872
airQuality[84],87.5071,3.36067,5.26368,78.9299,88.6778,95.3765,2.45316,0.0313828,2.87605
airQuality[85],83.5367,3.26304,4.94373,77.8022,81.4913,92.9761,2.29543,0.0293649,3.04428
airQuality[86],92.6128,8.90687,12.9018,81.3353,87.063,119.163,2.09823,0.0268422,6.29905
airQuality[87],85.1828,3.52939,5.6492,78.9275,83.1067,97.3542,2.56198,0.0327748,2.52255
airQuality[88],84.5234,3.31749,4.82151,79.5218,82.7736,93.4645,2.11226,0.0270217,5.03615
airQuality[89],87.2812,5.4819,8.25092,76.9606,83.8663,101.131,2.26539,0.0289806,3.65491
airQuality[90],83.501,3.07244,5.83073,76.488,81.4623,94.8899,3.60147,0.0460728,1.75569
airQuality[91],86.302,3.0678,4.79197,80.0098,86.5439,93.5649,2.43991,0.0312133,3.03677
airQuality[92],85.6856,3.39822,5.34836,79.4309,83.4737,97.1851,2.47706,0.0316885,3.42082
airQuality[93],84.043,1.9151,4.06374,75.9345,83.0572,89.9187,4.50265,0.0576015,1.84084
airQuality[94],80.5573,0.87196,3.05621,75.4147,80.1375,86.1603,12.285,0.157159,1.59208
airQuality[95],83.323,2.27072,5.24723,77.5212,82.007,94.5111,5.3399,0.0683123,1.76836
airQuality[96],84.6237,3.60574,5.26343,77.4611,82.8069,93.5821,2.13083,0.0272592,5.6511
airQuality[97],84.352,3.82287,5.5707,78.6253,82.0574,95.1347,2.12344,0.0271647,4.54897
airQuality[98],80.0301,1.65701,3.83551,75.0853,79.7938,87.0524,5.35788,0.0685422,1.47218
airQuality[99],82.5359,1.76349,4.5902,71.8102,83.0663,87.772,6.7751,0.0866724,1.80379
airQuality[100],85.0193,3.34079,5.57579,80.3721,82.7546,97.0412,2.78557,0.0356352,2.02487
airQuality_mu,79.9985,0.00088,0.00134,79.9957,79.9992,79.9996,2.29336,0.02934,3.11811
airQuality_std,6.64612,2.36289,3.35182,2.6052,9.96817,9.97798,2.01222,0.02574,21.03406
airQuality_skew,1.04358,0.04559,0.06472,1.0001,1.00745,1.16208,2.01551,0.02578,18.13736
a1,-0.02321,0.03997,0.05734,-0.09831,-0.03502,0.0808,2.05807,0.02633,10.21715
a2,0.38145,0.21947,0.31531,-0.08902,0.29458,0.90633,2.06408,0.02641,7.88692
a3,0.40115,0.32343,0.4647,-0.19716,0.54571,0.97654,2.06441,0.02641,8.87609
a4,-0.98084,2.35908,3.44219,-6.48074,-1.5289,4.33709,2.12904,0.02724,8.09515
a13,-0.21594,0.39612,0.56879,-0.93175,-0.18176,0.67455,2.06185,0.02638,8.20578
a14,-0.25695,0.47528,0.6813,-0.86957,-0.56323,0.91778,2.05479,0.02629,8.9035
a15,0.2246,0.48386,0.69797,-0.94743,0.48919,0.90268,2.08082,0.02662,6.48108
a16,-0.05272,0.46588,0.6799,-0.83774,-0.15339,0.99272,2.12982,0.02725,4.78164
a17,-0.23555,0.46748,0.66818,-0.8985,-0.49283,0.90066,2.04295,0.02614,8.18767
acControlAlfa,0.9933,0.0026,0.00384,0.98726,0.99337,0.99969,2.18448,0.02795,4.22895
sleepyAlfa,0.0301,0.006,0.00979,0.01741,0.03245,0.04471,2.66464,0.03409,2.49865
odorUsuAlfa,0.04258,0.01993,0.02845,0.01644,0.03423,0.09239,2.03739,0.02606,8.96105
nigaAirAlfa,0.07611,0.01174,0.01747,0.05251,0.08128,0.10043,2.21523,0.02834,3.98177
vent_mu,3.49529,0.04218,0.07329,3.37561,3.49042,3.60728,3.01851,0.03862,2.27606
vent_std,0.97051,0.03473,0.05548,0.87733,0.98856,1.04663,2.55143,0.03264,2.71437
aSpNow_mu,2.17978,0.04761,0.08057,2.0569,2.19021,2.29636,2.86439,0.03664,2.0039
aSpNow_std,0.80279,0.00906,0.0233,0.76348,0.80121,0.84023,6.62312,0.08473,1.74021
airQualityComf[1],-1.82509,1.69843,2.43504,-6.47519,-1.32079,0.565497,2.0555,0.0262956,8.5862
airQualityComf[2],-2.63752,1.86759,2.66659,-5.3085,-2.77317,2.10324,2.03869,0.0260805,12.3849
airQualityComf[3],-0.209158,1.65193,2.36077,-4.12607,0.562982,2.74661,2.04231,0.0261268,9.21802
airQualityComf[4],-0.420167,2.397,3.40433,-5.94668,0.195225,3.73503,2.0171,0.0258043,14.145
airQualityComf[5],-1.80533,1.29757,1.86623,-5.04134,-1.09297,-0.166582,2.06856,0.0264626,6.39546
airQualityComf[6],-0.635222,1.28994,1.84838,-3.15656,-0.627743,2.27907,2.05326,0.026267,7.0239
airQualityComf[7],-1.48574,1.99316,2.84399,-6.15596,-0.285177,1.80798,2.03596,0.0260456,14.4166
airQualityComf[8],-0.0116272,1.72883,2.53612,-4.1887,0.174683,3.31656,2.15196,0.0275295,4.63108
airQualityComf[9],-1.19502,2.27548,3.23665,-6.85287,0.173054,1.74615,2.02322,0.0258827,11.3883
airQualityComf[10],-0.815049,2.00739,2.86491,-4.80956,1.54981,2.26632,2.03685,0.026057,9.54327
airQualityComf[11],-2.51201,1.57732,2.25015,-5.93381,-2.25358,0.671094,2.03508,0.0260344,13.2894
