,airquailty_calc,metabolism,voc_consentarion
0,1052.1663261558724,-1.2221242497791387,0.18223824087239923
1,1051.58078131048,-1.0576576691819213,0.16821816023029929
2,1048.6766903766436,-1.069553752972577,0.16067051514374933
3,1018.6712371892453,-1.0663145008210173,0.14850598549529936
4,1091.51036253764,-1.0541506382525525,8.620044756390199
5,1135.229189757943,-1.0871453235371489,7.79992660769315
6,1059.343329940556,-1.070194302940279,0.11878947480594947
7,1112.6620240413367,-1.2398070337723117,0.11220626008659954
8,1117.1241330901364,-1.219349580805022,0.11018128213654951
9,1095.9122155810007,-1.2379701372308638,0.10566377300099954
10,1049.2658598522253,-1.08723653696575,0.10049462172544955
11,1083.8507125767546,-1.087877086933452,0.10277211100474956
12,1102.6516196178256,-1.0883416701108948,0.10089049432549956
13,1093.2143607812177,-1.0889822200785968,0.09738628871764958
14,1167.658972082012,-1.2430462859238713,0.09254295851209961
15,1603.839230109584,-1.2436868358915734,0.09611232833394957
16,1160.722298375943,-1.0697854834866605,0.09075582994314961
17,1150.6262187970651,-1.2325894296817639,0.0910669890649996
18,1140.1152437843639,-1.0697854834866605,0.0905033186138996
19,1117.5512796684648,-1.0674196339661624,0.08869175346469962
20,1114.561051339401,-1.0243908529818857,0.08897684690094962
21,1094.062302512001,-1.2387959630709502,0.07801459700079967
22,1132.468973856,-1.06677908399846,4.9185447325
23,1056.8297227499945,-1.1825001849506915,0.07863691524449966
24,1003.7546151662199,-1.1824089715220907,0.07817262021974966
25,1039.7150193838452,-1.1684714455241814,0.07977891809484966
26,998.0627570624656,-1.06677908399846,0.08080525446534965
27,1039.3586267009468,-1.2561675793662512,0.07527281269674968
28,1014.2136524922856,-1.2561675793662512,0.08064397303569965
29,964.2211191813282,-1.0541506382525525,0.07551066207784966
30,982.8655736973677,-1.0874682674798335,0.07255383586759968
31,916.7676864147585,-1.087877086933452,0.07544386875849968
32,930.1441844491281,-1.0064456174675507,0.0710192186278997
33,1002.1595049100206,-1.018017152564126,0.07345310202079967
34,689.6284380186635,-1.0907458183513519,0.14598413041349936
35,690.3502360941382,-1.0891246541035131,0.14402757488814938
36,689.3134653565469,-1.0670108145125439,0.14404549504699937
37,609.7604259743232,-1.0806483323821854,0.15194013957309935
38,611.9398845505881,-1.0502708361332909,0.14481932008824938
39,657.1133961996325,-1.0883416701108948,0.15428768038244936
40,604.9355741898194,-1.087877086933452,0.14668627481934937
41,664.8538186024143,-1.2379701372308638,0.15315545216419935
42,620.107385628975,-1.031304850523317,0.14540905622494937
43,618.0835589376743,-1.2172333769585157,0.1333504184242494
44,607.3096103178352,-1.0674196339661624,0.1398244830851494
45,666.7559829351846,-1.2640926476090444,0.14564038918464936
46,564.9788318718579,-1.1832831689433099,0.15580274835794933
47,597.0463836088782,-1.0806483323821854,0.1450750896281994
48,664.2698185243921,-1.0656739508533153,8.72205537414225
49,599.9511418539548,-1.2104134418608674,0.1349127304548994
50,634.5738506768369,-1.0436826315497263,0.12801021108694943
51,629.2540799626468,-1.0316753712569766,0.12863741664669945
52,653.1285336756304,-1.0308019686259153,0.11771589438029949
53,651.1582591674879,-1.0060750967338912,8.61365064823795
54,644.5736396330258,-1.2183385101036606,0.13303111377564944
55,643.063663930952,-1.018800136556744,0.1412760159519994
56,643.1355908658269,-1.0516076997925194,0.1409029508268494
57,626.6987153070527,-1.0656739508533153,0.13255215680274943
58,628.9088150193546,-1.0509113861009929,0.1394497888546494
59,595.4137519889116,-1.0541506382525525,0.1614981006615493
60,579.4950335491474,-1.0059810342901079,0.17653637214739926
61,593.1185945481675,-1.0874682674798335,0.16580871341764927
62,615.683407866683,-1.009452016955751,0.14882203193319934
63,597.181710011137,-1.0344500402310932,0.1686922298871493
64,603.092362259796,-1.0653034301196558,0.16501045179614932
65,640.6689206946814,-1.021023552052326,0.15125754443144934
66,639.2327240947507,-1.0806483323821854,8.9122063135007
67,640.8899419258328,-1.0883416701108948,0.1444674333326494
68,653.2029540597551,-1.0655827374247142,0.14992493625514935
69,662.8537025883758,-1.0879711493772353,0.14848480712574935
70,680.9891016146167,-1.2426757651902118,0.1554704108665493
71,669.2604971242718,-1.0516076997925194,0.14776800077174934
72,658.1150746501484,-1.2214836998114367,9.1770207618985
73,650.9603986534528,-1.252290027703223,0.14598087220279934
74,652.9795576076987,-1.0907458183513519,0.14812640394874935
75,659.6243039330943,-1.2387959630709502,0.14666346734444938
76,617.9933838057079,-1.0308019686259153,0.14558662870809935
77,655.0907674904557,-1.0871453235371489,8.85879091770575
78,638.1711910112093,-1.0806483323821854,0.14857114970929935
79,645.9099873332694,-1.2183385101036606,0.14624478726949938
80,616.4694658240618,-1.0806483323821854,0.14555730481179938
81,648.4684484018399,-1.0883416701108948,0.15176256708994934
82,666.5589895431173,-1.087877086933452,0.12882639286729944
83,699.5363670217135,-1.0697854834866605,0.13334716021354942
84,664.6093693335685,-1.0883416701108948,0.14198141856854937
85,678.1722249817605,-1.069553752972577,0.13077317376054945
86,669.286222060075,-1.0663145008210173,0.13519293657509943
87,662.2181537349062,-1.1832831689433099,0.1362225311562994
88,625.9641395986489,-1.2104134418608674,0.14645168364894937
89,683.5996972465555,-1.021023552052326,0.1380340963054994
90,672.5839093417003,-1.2379701372308638,0.1343327689502994
91,685.8511313317742,-1.0883416701108948,0.1349795237742494
92,658.6384673047659,-1.1832831689433099,0.13482475876599942
93,696.9907837478825,-1.0344500402310932,0.13922985963239937
94,678.1210826019708,-1.2430462859238713,0.1324967672208494
95,700.912927977301,-1.0502708361332909,0.12684214255099946
96,682.2875865910096,-1.0670108145125439,0.12853478300964946
97,661.6938579324512,-1.252290027703223,0.12349270195139947
98,674.8377325701798,-1.0541506382525525,7.591478681929801
99,702.0313664940456,-1.2640926476090444,0.13216931704549942
100,676.6537016208986,-1.087877086933452,0.13064773264859944
101,712.1354636475492,-1.0502708361332909,0.13742318179924942
102,682.0764867200221,-1.0697854834866605,0.1346895430219494
103,667.4053463445923,-1.0656739508533153,0.13082856334244944
104,696.5262161425085,-1.2430462859238713,0.1361622542583494
105,691.600177460292,-1.0516076997925194,0.11383699454194951
106,667.7499859029713,-1.2104134418608674,0.13768872597129939
107,707.1623177842739,-1.0509113861009929,0.12485463402399946
108,689.2705891461461,-1.087877086933452,0.1365239156460494
109,717.0424438536695,-1.1824089715220907,0.13770338791944942
110,683.8380343570459,-1.2183385101036606,0.12600315329574946
111,685.188038210099,-1.0316753712569766,0.13095237534904944
112,671.8634570993715,-1.0874682674798335,0.13235992237144945
113,685.8182732761077,-1.087877086933452,0.12000804560774948
114,689.8531883988903,-1.0883416701108948,0.12481390639024947
115,656.8568348289134,-1.0509113861009929,0.13092630966344943
116,709.2908076688118,-1.2104134418608674,0.13617854531184942
117,741.3021671583901,-1.0653034301196558,0.13419266589019946
118,711.8320970393353,-1.070194302940279,0.12797925808529945
119,674.4464480479031,-1.0059810342901079,0.13369415965309941
120,704.8939250245503,-1.0243908529818857,0.13596187430029943
121,706.3849726813132,-1.087877086933452,0.13423013531324943
122,707.2292635983706,-1.0656739508533153,7.5392437368706515
123,741.8174558726316,-1.219349580805022,0.1402040646316994
124,716.743226793994,-1.0697854834866605,0.13046364374404942
125,710.0470560804467,-1.2104134418608674,0.12167950769684947
126,714.934286894737,-1.0889822200785968,0.11576911348704952
127,718.3696926746433,-1.0883416701108948,0.11598415539324948
128,760.2302371253821,-1.1832831689433099,0.13601726388219942
129,735.4253663346109,-1.0656739508533153,0.12130318436099947
130,710.1134630019022,-1.0059810342901079,0.13022253615224944
131,703.598169761605,-1.0541506382525525,0.12958392685504944
132,717.5330639944166,-1.1825001849506915,0.13222144841669942
133,701.0637830484122,-1.2221242497791387,0.12670855591229946
134,730.8539859450699,-1.2104134418608674,0.13312071456989943
135,721.734597287963,-1.0907458183513519,0.12370937296294947
136,737.1149380456685,-1.0436826315497263,0.12608623766859944
137,704.4246794797457,-1.0655827374247142,0.12358230274564948
138,701.0257869044842,-1.0064456174675507,0.13472375423429941
139,712.0653713465864,-1.2104134418608674,0.12405148508644949
140,705.4345833003514,-1.0883416701108948,0.1137180698513995
141,730.3970983546252,-1.0243908529818857,0.1144104396251495
142,734.9178859576821,-1.087877086933452,0.10264341168209956
143,733.2882956932822,-1.0806483323821854,0.12945522753239944
144,760.5864083324653,-1.0516076997925194,0.12844518221539947
145,718.6043979616564,-1.0243908529818857,0.1231440734064995
146,735.3588012876744,-1.0806483323821854,7.6127267951742
147,751.9446424223872,-1.2640926476090444,0.13117719188734941
148,726.3446297434333,-1.08723653696575,0.13006451293329946
149,768.4475285771395,-1.1825001849506915,0.12578811138954946
150,743.983961822257,-1.2379701372308638,0.12749867200704945
151,733.7145534170788,-1.0653034301196558,0.12662221332874946
152,758.58163810512,-1.0656739508533153,7.703818243620101
153,749.4026060500488,-1.0663145008210173,0.12655216179869946
154,784.9121425001969,-1.0059810342901079,0.1135339809468495
155,728.3294307044736,-1.06677908399846,7.7506427894735
156,731.4265950924024,-1.0907458183513519,0.1183773111523995
157,756.6429065549589,-1.087877086933452,0.11770937795889949
158,747.6905771645793,-1.0806483323821854,0.12366864532919948
159,732.46379649965,-1.2104134418608674,0.12869932264999945
160,788.4080322754614,-1.2398070337723117,0.12565778296154947
161,746.5450948511558,-1.0874682674798335,0.12411827840579948
162,725.6871169939357,-1.2172333769585157,0.11974250143569949
163,753.0563586435885,-1.2379701372308638,0.13174086233844945
164,750.3232600036453,-1.2325894296817639,0.1142947731452995
165,756.9199817117083,-1.0879711493772353,0.12559587695824947
166,763.7242489755611,-1.0059810342901079,0.13024045631109946
167,770.0563668188462,-1.2379701372308638,0.12670366859624946
168,750.8250146931139,-1.0806483323821854,0.11124020061404953
169,766.6018388205724,-1.0243908529818857,0.10848701257254953
170,753.3870776601404,-1.2436868358915734,0.1174145098905495
171,743.6689698989247,-1.0663145008210173,0.12101809092474948
172,777.7984995169068,-1.069553752972577,0.12265697090684947
173,765.4280074823241,-1.0883416701108948,0.12604225182414946
174,782.2591796932961,-1.2221242497791387,0.12798251629599944
175,767.8016577289304,-1.0806483323821854,7.08398323643045
176,759.2675756868456,-1.0344500402310932,0.11829911409559948
177,773.1434222562139,-1.2379701372308638,0.12594776371384947
178,780.9209745867425,-1.2172333769585157,0.11982069849249949
179,755.0131030016678,-1.0871453235371489,7.575149113417901
180,760.5202737783976,-1.2430462859238713,0.12964257464764944
181,767.926344098237,-1.031304850523317,0.11823557898694949
182,776.2648784721953,-1.0436826315497263,0.1204153219452495
183,725.9377664178149,-1.2172333769585157,0.11920326756484949
184,703.4940153648304,-1.2379701372308638,0.1197408723303495
185,722.5108088925329,-1.2172333769585157,0.12526842678289946
186,687.578309567911,-1.0576576691819213,0.12742373316094946
187,739.7041255802649,-1.08723653696575,0.12937377226489943
188,721.8124065238935,-1.1832831689433099,0.12240934689364946
189,759.1999230732645,-1.087877086933452,0.12294858076449948
190,731.3809255678974,-1.0806483323821854,0.12889644439734943
191,698.2493677675776,-1.0806483323821854,0.13054998632759945
192,712.0059097443,-1.0806483323821854,7.99194659404995
193,689.5575992753099,-1.0907458183513519,0.12602270255994946
194,723.8387924307189,-1.0663145008210173,0.12604062271879946
195,704.5127299689422,-1.0871453235371489,7.860621449692201
196,730.3703512375477,-1.0308019686259153,0.11542211404749951
197,735.469980223281,-1.0871453235371489,7.312892308281001
198,685.3512177582047,-1.0516076997925194,0.12355460795469948
199,708.5557141163263,-1.2426757651902118,0.11052828157609952
200,704.3169781263211,-1.2430462859238713,0.11858094932114949
201,696.3032339894553,-1.087877086933452,0.12628010120524943
202,655.8386575047077,-1.087877086933452,0.12410361645764946
