ageTheta_mu,timeTheta_mu,weightTheta_mu,bodyActivityTheta_mu,metabolism_mu,speed_loc_mu,speed_error_mu,T_loc_mu,Rt_loc_mu,T_error_mu,RT_error_mu,H_error_mu,H_loc_mu,summer_Mu_mu,summer_std_mu,winter_Mu_mu,winter_std_mu,tempNow_Mu_mu,tempNow_std_mu,nigaTheraml_Alfa_mu,clothLayerTheta_mu,thermalComf_mu,thermalComf_std_mu,lightControlAlfa_mu,luminaireOFFAlfa_mu,BlindOFFAlfa_mu,daylightAlfa_mu,dayLightAvaPro_mu,daylight_std_mu,artLights_mu,artLights_std_mu,lightLevel_error_mu,latentLightlevel_mu,lightColor_error_mu,lightColor_mu_mu,nigaLightAlfa_mu,LightFeel_mu_mu,LightFeel_std_mu,bImage_mu_mu,bImage_std_mu,colorComf_mu_mu,colorComf_std_mu,visualComf_mu,visualComf_std_mu,nigaNoise_Alfa_mu,outNoiseAlfa_mu,noiseNow_mu_mu,noiseNow_std_mu,p_sound_mu_mu,p_sound_error_mu,Gnoise_mu_mu,Gnoise_std_mu,backgNoise_Alfa_mu,acou_isolation_mu,acou_isolation_mu_mu,acou_isolation_std_mu,AcousComfort_mu,AcousComfort_std_mu,lpg_error_mu,lpg_mu_mu,alcohol_mu_mu,alcohol_error_mu,nitric_mu_mu,nitric_error_mu,ch2o_mu_mu,ch2o_error_mu,voc_mu_mu,voc_error_mu,methane_mu_mu,methane_error_mu,odorAlfa_mu,vocCons_mu,vocCons_std_mu,vocCons_shape_mu,co2_error_mu,co2_mu_mu,o2_error_mu,o2_mu_mu,co_mu_mu,co_error_mu,h2_mu_mu,h2_error_mu,airQuality_mu,airQuality_mu_mu,airQuality_std_mu,airQuality_skew_mu,a1_mu,a2_mu,a3_mu,a4_mu,a13_mu,a14_mu,a15_mu,a16_mu,a17_mu,acControlAlfa_mu,sleepyAlfa_mu,odorUsuAlfa_mu,nigaAirAlfa_mu,vent_mu_mu,vent_std_mu,aSpNow_mu_mu,aSpNow_std_mu,airQualityComf_mu,airQualityComf_std_mu,bComfort_mu,bComfort_std_mu,c_mu,c1_mu,c2_mu,b3_mu,b1_mu,b2_mu,acSystem_mu,acSystem_std_mu,thermal_isolation_mu,thermal_isolation_std_mu,ventSystem_mu,ventSystem_std_mu,posterior_log_mu,met_a1_mu,met_a2_mu,met_a3_mu,met_a4_mu,met_const_mu,therm_a1_mu,therm_a2_mu,therm_a3_mu,therm_a4_mu,therm_a5_mu,therm_a6_mu,therm_a7_mu,therm_a8_mu,therm_a9_mu,therm_a10_mu,therm_const_mu,bui_a1_mu,bui_a2_mu,bui_a3_mu,bui_a4_mu,bui_const_mu,light_a1_mu,light_a2_mu,light_a3_mu,light_a4_mu,light_cons_mu,visual_a1_mu,visual_a2_mu,visual_a3_mu,visual_a4_mu,visual_a5_mu,visual_a6_mu,visual_a7_mu,visual_cons_mu,acous_a1_mu,acous_a2_mu,acous_a3_mu,acous_a4_mu,acous_a5_mu,acous_a6_mu,acous_a7_mu,acous_cons_mu,acoisola_alfa_mu,acoisola_const_mu,acou_isol_cons_mu,aSys_a1_mu,aSys_a2_mu,aSys_a3_mu,aSys_cons_mu,speed_factor_mu,alfa_DayL_mu,vocConsintration_mu_mu,vocCons_mu_mu,airQualityComf_mu_mu,thermal_isolation_mu_mu,bComfort_mu_mu,ventSystem_mu_mu,AcousComfort_mu_mu,acSystem_mu_mu,mean_acou_isolation_mu_mu,visualComf_mu_mu,thermalComf_mu_mu
0.3333333332333333,0.07692307736538463,0.16666666652083334,0.166666666108375,-1.2856693165449904,110.0,14.973450175,21.8350622,25.192658425,1.9198554125,1.9839674850000002,0.99968045325,49.91289202499999,3.9945291175000004,0.97752766475,4.204775355,0.9337321012500001,4.13235235,0.99282108625,0.076950959625,0.19999999610443497,-0.817639948586346,2.5804234825000005,0.91128574525,0.46833642350000004,0.6746473157499999,0.8871656755,3.436330887492503,inf,1.0267742507129447,5.44985266,9.9986866125,0.9632246527499999,9.99992028,3476.31575,0.05411529435,4.327232027499999,0.9815767975,4.155185250000001,1.0733403919999998,4.13609181,1.1265664425,-2.2684650352372366,3.368563585,0.08005090545,0.8333214842500001,4.2093701249999995,1.0617463602500001,30.232079975,3.0069255775,3.988237925,1.1122363124999999,0.0668112775,10.9058791905083,13.310705474999999,1.40187375,2.1788421748524645,1.6311341975,0.33642178699999997,3.3455893475000003,0.062317850075,0.063906874225,0.09272263792499999,0.050584245075,0.162403516,0.07244459175,10.02090295,3.6069135475000005,1.8258043,0.43037592375,0.9837089465000001,-0.9858200847654385,1.4491225724999999,1.478869105,112.556046125,700.0008587500001,0.308348355,20.002120275000003,5.00260976,2.328346255,40.00018595,0.9999642632500001,82.314171701975,79.99849979999999,6.6461246375,1.0435810875000002,-0.023212375775000006,0.38145248076200006,0.401151752055,-0.9808356318085001,-0.21594184533750002,-0.25694615774999996,0.22459633337675,-0.05271892930460001,-0.23554973999999992,0.9933028857499999,0.030098114425,0.042583823525,0.0761097183,3.4952917550000002,0.9705128817500001,2.1797825850000003,0.8027932012500001,-0.9922662708988526,1.5459216299999998,-2.130004258113206,1.6765233549999998,-0.19083875397279995,-0.33112287298275,-0.014617272555075,0.38535130875000007,-0.31674565475,0.0381175734975,1.128935753455226,2.5089858875,0.5595789343816521,3.5942352224999996,-0.5738086505196405,2.1246777025,-8.007248667499999,0.36643090156759994,0.015505554639249993,0.26839254545,-0.2464577221675,-1.2670294755950002,0.17101356447500002,-0.0033021474999999894,-0.29879655454325,-0.19313598284999997,-0.12373810277499998,-0.18133987475850005,0.03541278744174997,0.011537691100000032,-0.25196708628850006,-0.20070725139,18.2280844275,0.40018339044025003,-0.39401751535,0.27280467424999993,-0.44865778820625,-2.183785817625,0.0006188577074675001,0.174228079935775,0.11417172546224998,-0.06317364506449999,0.47486185615137505,-0.15548551393575002,-0.0004433127416062499,-0.07235948914899999,-0.057877659471,-0.3824424816265325,0.36588999699999997,-0.19279273303075006,0.0004449817825000082,0.55990774975,-0.11834134787070005,-0.033369097708937506,-0.052783717249999966,-0.4372978823648375,0.13059831460000002,-0.0748631974,0.21813507775524998,0.6508275414999999,0.8499954492500001,-0.44745450449999996,0.12430156313440001,-0.0621002105175,0.08381018625954999,0.5219007353344723,-0.9999886577500001,0.4672516641934999,-0.9858200649999999,-0.9858200649999999,-0.992266286475,0.559578914,-2.13000426811025,-0.5738086112500002,2.1788421642892497,1.1289358225,13.310705474999999,-2.2684650585,-0.8176399137500001
